"source_record_id","source_system","source_batch_id","schema_version","synthetic_vin","request_id","source_updated_at","ingested_at","seller_id","submission_channel","market_region","odometer_value","odometer_unit","submitted_at"
"SRC3354EB5A7E53FA40","valuation_portal","BAT4F563E461D5D","1.0","SYNVEH55444809139","REQD90DC333734E6862","2025-06-28T12:05:00Z","2025-06-28T12:20:00Z","SELDC9F18798F32F29B","web","great_lakes","38501","mi","2025-06-28T12:00:00Z"
"SRC6E8455D27110E475","valuation_portal","BAT4F563E461D5D","1.0","SYNVEH59535430112","REQ409222390DBBD53C","2025-06-28T20:05:00Z","2025-06-28T20:20:00Z","SELEDE5DF88863AD682","mobile","mid_atlantic","38638","km","2025-06-28T20:00:00Z"
"SRC733EB210F38E4623","valuation_portal","BAT4F563E461D5D","1.0","SYNVEH44201044542","REQ87C089F3B5232C0C","2025-06-29T04:05:00Z","2025-06-29T04:20:00Z","SELF73EE9759A4A9994","web","mountain_west","38775","mi","2025-06-29T04:00:00Z"
"SRCCFD67D934B7AB579","valuation_portal","BAT4F563E461D5D","1.0","SYNVEH65343447310","REQ8CEEE87E03497F32","2025-06-29T12:05:00Z","2025-06-29T12:20:00Z","SEL560A9C3414A1B82D","mobile","pacific_coast","38912","km","2025-06-29T12:00:00Z"
"SRC3F2E9312D0B43A11","valuation_portal","BAT4F563E461D5D","1.0","SYNVEH76729595267","REQ0E889E8A04AF6D35","2025-06-29T20:05:00Z","2025-06-29T20:20:00Z","SEL209C16AFDA561F26","web","great_lakes","39049","mi","2025-06-29T20:00:00Z"
"SRCA8EB98DC1735FDF1","valuation_portal","BAT4F563E461D5D","1.0","SYNVEH87528259924","REQD8E6B0838379CE5F","2025-06-30T04:05:00Z","2025-06-30T04:20:00Z","SEL816B0719F8FFC691","mobile","mid_atlantic","39186","km","2025-06-30T04:00:00Z"
"SRC8373B1F380FA53C4","valuation_portal","BAT4F563E461D5D","1.0","SYNVEH34753991328","REQ8BA4D9B296A7E3DD","2025-06-30T12:05:00Z","2025-06-30T12:20:00Z","SEL57EC5B1B37C0232D","web","mountain_west","39323","mi","2025-06-30T12:00:00Z"
"SRC0992D34910ED2EF6","valuation_portal","BAT4F563E461D5D","1.0","SYNVEH70918174335","REQ03E55690E910475E","2025-06-30T20:05:00Z","2025-06-30T20:20:00Z","SEL8ABF94291ACB7C24","mobile","pacific_coast","39460","km","2025-06-30T20:00:00Z"
"SRC2F419E9F2D039A10","valuation_portal","BAT4F563E461D5D","1.0","SYNVEH96799945414","REQ0192262AA7F43354","2025-07-01T02:44:25Z","2025-07-01T02:59:25Z","SEL64E8A4929039712F","web","great_lakes","39597","mi","2025-07-01T02:39:25Z"
"SRC2D02369C4898B6CA","valuation_portal","BAT4F563E461D5D","1.0","SYNVEH70340044331","REQC6D8A79E126CD416","2025-07-01T08:03:17Z","2025-07-01T08:18:17Z","SEL5654EF2A0A19CEDA","mobile","mid_atlantic","39734","km","2025-07-01T07:58:17Z"
"SRC92A2FB1BC2844341","valuation_portal","BAT4F563E461D5D","1.0","SYNVEH16216730228","REQ35171264B5CA45D0","2025-07-01T13:22:08Z","2025-07-01T13:37:08Z","SEL33D406078D8550EC","web","mountain_west","39871","mi","2025-07-01T13:17:08Z"
"SRC12776D8C1C682494","valuation_portal","BAT4F563E461D5D","1.0","SYNVEH92873370527","REQ73503BE1A82F5B64","2025-07-01T18:41:00Z","2025-07-01T18:56:00Z","SEL14860EC8DDDC0011","mobile","pacific_coast","40008","km","2025-07-01T18:36:00Z"
"SRC3F9301F5CBCDE5A8","valuation_portal","BAT4F563E461D5D","1.0","SYNVEH88028528819","REQ36ECA3DA5BBB5404","2025-07-01T23:59:51Z","2025-07-02T00:14:51Z","SELB10C6C7F83507A0C","web","great_lakes","40145","mi","2025-07-01T23:54:51Z"
"SRC0DC2D9D00F7811D1","valuation_portal","BAT4F563E461D5D","1.0","SYNVEH72565977543","REQ91C8D847DE97DD19","2025-07-02T05:18:42Z","2025-07-02T05:33:42Z","SEL42A610A7436BA0B8","mobile","mid_atlantic","40282","km","2025-07-02T05:13:42Z"
"SRCDBB2F2DF6780CE01","valuation_portal","BAT4F563E461D5D","1.0","SYNVEH58365186034","REQF05AC32821E9EB81","2025-07-02T10:37:34Z","2025-07-02T10:52:34Z","SEL62DCCFB3FEF48397","web","mountain_west","40419","mi","2025-07-02T10:32:34Z"
"SRCA5BB0D5E48D9BA01","valuation_portal","BAT4F563E461D5D","1.0","SYNVEH42935026909","REQ06EFB2930192FC81","2025-07-02T15:56:25Z","2025-07-02T16:11:25Z","SEL4EC846C459D67131","mobile","pacific_coast","40556","km","2025-07-02T15:51:25Z"
"SRCC268CBE3D6474B6E","valuation_portal","BAT4F563E461D5D","1.0","SYNVEH00223060036","REQ180A1C29F4A1BC7C","2025-07-02T21:15:17Z","2025-07-02T21:30:17Z","SELD4710031C798DFED","web","great_lakes","40693","mi","2025-07-02T21:10:17Z"
"SRCA000F6EE8298D5C8","valuation_portal","BAT4F563E461D5D","1.0","SYNVEH72446347759","REQA80CCE23D1753735","2025-07-03T02:34:08Z","2025-07-03T02:49:08Z","SEL6FBFF05E303E4299","mobile","mid_atlantic","40830","km","2025-07-03T02:29:08Z"
"SRCC8581006E3444F18","valuation_portal","BAT4F563E461D5D","1.0","SYNVEH20850526932","REQ1112FEF2A5077571","2025-07-03T07:53:00Z","2025-07-03T08:08:00Z","SEL97C68DAAD2E76EE7","web","mountain_west","40967","mi","2025-07-03T07:48:00Z"
"SRC67B7313B3CF62DE4","valuation_portal","BAT4F563E461D5D","1.0","SYNVEH41858393913","REQ684B7D3CBBB2FDE3","2025-07-03T13:11:51Z","2025-07-03T13:26:51Z","SEL6699468EF6AE4A6B","mobile","pacific_coast","41104","km","2025-07-03T13:06:51Z"
"SRC77CD9A24FD9581EB","valuation_portal","BAT4F563E461D5D","1.0","SYNVEH90337058523","REQA663BBC2FEBAA974","2025-07-03T18:30:42Z","2025-07-03T18:45:42Z","SELE1BE2E68EC805F03","web","great_lakes","41241","mi","2025-07-03T18:25:42Z"
"SRC95B3FA3A8FC769D7","valuation_portal","BAT4F563E461D5D","1.0","SYNVEH95788178606","REQEE6451628FE3EEBF","2025-07-03T23:49:34Z","2025-07-04T00:04:34Z","SEL9D0A3195E4A73F3F","mobile","mid_atlantic","41378","km","2025-07-03T23:44:34Z"
"SRCFE886E40853F4338","valuation_portal","BAT4F563E461D5D","1.0","SYNVEH10886031083","REQ20B7F70CE679E986","2025-07-04T05:08:25Z","2025-07-04T05:23:25Z","SELEEF3C0B881234CBD","web","mountain_west","41515","mi","2025-07-04T05:03:25Z"
"SRCAEC6AEE8D7B29B8B","valuation_portal","BAT4F563E461D5D","1.0","SYNVEH24403565374","REQA00C927D65B84EE1","2025-07-04T10:27:17Z","2025-07-04T10:42:17Z","SEL6CBAD9F199516688","mobile","pacific_coast","41652","km","2025-07-04T10:22:17Z"
"SRC2604DD5D73FA59BE","valuation_portal","BAT4F563E461D5D","1.0","SYNVEH94731700689","REQ2E0FF8C3D58FF700","2025-07-04T15:46:08Z","2025-07-04T16:01:08Z","SEL73780A0C5E081CC8","web","great_lakes","41789","mi","2025-07-04T15:41:08Z"
"SRC807B2CE0F592C461","valuation_portal","BAT4F563E461D5D","1.0","SYNVEH09298844263","REQC1B6F709372E0644","2025-07-04T21:05:00Z","2025-07-04T21:20:00Z","SEL77AE920D595C2A5E","mobile","mid_atlantic","41926","km","2025-07-04T21:00:00Z"
"SRCE81833E3796E6BF3","valuation_portal","BAT4F563E461D5D","1.0","SYNVEH68021603255","REQ4E643A711CFDC41B","2025-07-05T02:23:51Z","2025-07-05T02:38:51Z","SELB15B9E435ECA6F23","web","mountain_west","42063","mi","2025-07-05T02:18:51Z"
"SRC635400DE142CAECB","valuation_portal","BAT4F563E461D5D","1.0","SYNVEH54490743830","REQ3A22CFB45EC7907A","2025-07-05T07:42:42Z","2025-07-05T07:57:42Z","SEL09ABCFA061960E72","mobile","pacific_coast","42200","km","2025-07-05T07:37:42Z"
"SRCD3FE3E477DFDA814","valuation_portal","BAT4F563E461D5D","1.0","SYNVEH07336749997","REQ8A603E08F4E7FDC1","2025-07-05T13:01:34Z","2025-07-05T13:16:34Z","SELB39682F7B1BEFCE8","web","great_lakes","42337","mi","2025-07-05T12:56:34Z"
"SRC9577F84C91419D0E","valuation_portal","BAT4F563E461D5D","1.0","SYNVEH54533330159","REQE0A0873E7A608AF3","2025-07-05T18:20:25Z","2025-07-05T18:35:25Z","SELE7D06D054E49443E","mobile","mid_atlantic","42474","km","2025-07-05T18:15:25Z"
"SRCE52745ECFFB709C4","valuation_portal","BAT4F563E461D5D","1.0","SYNVEH61019811893","REQ89AF53A69B89902F","2025-07-05T23:39:17Z","2025-07-05T23:54:17Z","SEL680879715B711966","web","mountain_west","42611","mi","2025-07-05T23:34:17Z"
"SRC0911A3FD10DDFF64","valuation_portal","BAT4F563E461D5D","1.0","SYNVEH72689058115","REQ69F9C8926AF8816D","2025-07-06T04:58:08Z","2025-07-06T05:13:08Z","SELB658903D403697C7","mobile","pacific_coast","42748","km","2025-07-06T04:53:08Z"
"SRC1DC5D3943831867D","valuation_portal","BAT4F563E461D5D","1.0","SYNVEH88414766868","REQ7AE3E65A1398F130","2025-07-06T10:17:00Z","2025-07-06T10:32:00Z","SEL35EC2D569C70001D","web","great_lakes","42885","mi","2025-07-06T10:12:00Z"
"SRC0E6845C7B7929DE5","valuation_portal","BAT4F563E461D5D","1.0","SYNVEH52574759891","REQ50A2CDC70A68AA76","2025-07-06T15:35:51Z","2025-07-06T15:50:51Z","SEL4216541B1827EB6C","mobile","mid_atlantic","43022","km","2025-07-06T15:30:51Z"
"SRC29157D7266C8B6A9","valuation_portal","BAT4F563E461D5D","1.0","SYNVEH70958324540","REQE6723D23CBAF5E84","2025-07-06T20:54:42Z","2025-07-06T21:09:42Z","SEL804D95588C9F010F","web","mountain_west","43159","mi","2025-07-06T20:49:42Z"
"SRC56D7539C249E0B41","valuation_portal","BAT4F563E461D5D","1.0","SYNVEH49830187552","REQ3685C0D7B3A217D0","2025-07-07T02:13:34Z","2025-07-07T02:28:34Z","SELE83780A1FDC3BB73","mobile","pacific_coast","43296","km","2025-07-07T02:08:34Z"
"SRCB844C3CC433C202E","valuation_portal","BAT4F563E461D5D","1.0","SYNVEH42045550430","REQ0A26C3E18304EDA6","2025-07-07T07:32:25Z","2025-07-07T07:47:25Z","SELD4AA3AF1C0349C90","web","great_lakes","43433","mi","2025-07-07T07:27:25Z"
"SRCBAADC3AA9041F61E","valuation_portal","BAT4F563E461D5D","1.0","SYNVEH63649464742","REQF2FC9BACD1542A9F","2025-07-07T12:51:17Z","2025-07-07T13:06:17Z","SEL0EBB4AFDC175D405","mobile","mid_atlantic","43570","km","2025-07-07T12:46:17Z"
"SRCA219AADBFAE13AA8","valuation_portal","BAT4F563E461D5D","1.0","SYNVEH84649184618","REQCF436815403D34F6","2025-07-07T18:10:08Z","2025-07-07T18:25:08Z","SEL5EEE727822F32CC8","web","mountain_west","43707","mi","2025-07-07T18:05:08Z"
"SRC82B711FEF0F766FB","valuation_portal","BAT4F563E461D5D","1.0","SYNVEH90958763796","REQ7A468E971770EADC","2025-07-07T23:29:00Z","2025-07-07T23:44:00Z","SEL1C52DAD1C2D3C14F","mobile","pacific_coast","43844","km","2025-07-07T23:24:00Z"
"SRCA07CFCC083D79DC7","valuation_portal","BAT4F563E461D5D","1.0","SYNVEH94545829710","REQD66389C631B790B2","2025-07-08T04:47:51Z","2025-07-08T05:02:51Z","SELDF144E4745A5483F","web","great_lakes","43981","mi","2025-07-08T04:42:51Z"
"SRC74923F1CFEB981D2","valuation_portal","BAT4F563E461D5D","1.0","SYNVEH10485535063","REQF45FB7A1E743F4F4","2025-07-08T10:06:42Z","2025-07-08T10:21:42Z","SELA2A1E66CC615A8E7","mobile","mid_atlantic","44118","km","2025-07-08T10:01:42Z"
"SRCC4913E5FFE7B0C2D","valuation_portal","BAT4F563E461D5D","1.0","SYNVEH82907351319","REQ094A1293D05F61D1","2025-07-08T15:25:34Z","2025-07-08T15:40:34Z","SEL5E9CD6B07E5193CA","web","mountain_west","44255","mi","2025-07-08T15:20:34Z"
"SRC001E11F5926F43F2","valuation_portal","BAT4F563E461D5D","1.0","SYNVEH17581245374","REQ1FBA419074CFC241","2025-07-08T20:44:25Z","2025-07-08T20:59:25Z","SEL93BFE2970C8DAD0C","mobile","pacific_coast","44392","km","2025-07-08T20:39:25Z"
"SRCADC0BC487D94FD2E","valuation_portal","BAT4F563E461D5D","1.0","SYNVEH17899976755","REQA69CF59941148CDE","2025-07-09T02:03:17Z","2025-07-09T02:18:17Z","SEL172FE44BE9FF0BAB","web","great_lakes","44529","mi","2025-07-09T01:58:17Z"
"SRCB6F80D878ABF4B9F","valuation_portal","BAT4F563E461D5D","1.0","SYNVEH79179468151","REQD8FB387B27191EE1","2025-07-09T07:22:08Z","2025-07-09T07:37:08Z","SEL849EC0533A438A9B","mobile","mid_atlantic","44666","km","2025-07-09T07:17:08Z"
"SRCA6C5EF2E585037CC","valuation_portal","BAT4F563E461D5D","1.0","SYNVEH87340556475","REQE5CAF117EDCC8600","2025-07-09T12:41:00Z","2025-07-09T12:56:00Z","SEL4F47AA0FE1B2524A","web","mountain_west","44803","mi","2025-07-09T12:36:00Z"
"SRCDAD1BE92D65F4224","valuation_portal","BAT4F563E461D5D","1.0","SYNVEH62528274841","REQ325F68946BAF2951","2025-07-09T17:59:51Z","2025-07-09T18:14:51Z","SELF032B4E01EDB16FD","mobile","pacific_coast","44940","km","2025-07-09T17:54:51Z"
"SRC211F9173730E805F","valuation_portal","BAT4F563E461D5D","1.0","SYNVEH10643781248","REQ3928AA82B5098945","2025-07-09T23:18:42Z","2025-07-09T23:33:42Z","SEL1E69201FBE81C163","web","great_lakes","45077","mi","2025-07-09T23:13:42Z"
"SRCB3D034B02452607A","valuation_portal","BAT4F563E461D5D","1.0","SYNVEH96702725910","REQF2D72DCE77378260","2025-07-10T04:37:34Z","2025-07-10T04:52:34Z","SEL5E7A0B0A16CA563F","mobile","mid_atlantic","45214","km","2025-07-10T04:32:34Z"
"SRC3BAD282F7C16A564","valuation_portal","BAT4F563E461D5D","1.0","SYNVEH17828008572","REQ156325F02A78542F","2025-07-10T09:56:25Z","2025-07-10T10:11:25Z","SEL159DC44A63BC5694","web","mountain_west","45351","mi","2025-07-10T09:51:25Z"
"SRC554EE29E5511C660","valuation_portal","BAT4F563E461D5D","1.0","SYNVEH85020580486","REQD6D5B219F9C016AD","2025-07-10T15:15:17Z","2025-07-10T15:30:17Z","SEL47807D9C6F1E7F35","mobile","pacific_coast","45488","km","2025-07-10T15:10:17Z"
"SRCFC2C201291F4C47D","valuation_portal","BAT4F563E461D5D","1.0","SYNVEH63463052317","REQ11C33823B7C7C4BC","2025-07-10T20:34:08Z","2025-07-10T20:49:08Z","SEL48CFA714864C7D30","web","great_lakes","45625","mi","2025-07-10T20:29:08Z"
"SRC3B6255CE6EFC30CA","valuation_portal","BAT4F563E461D5D","1.0","SYNVEH63758425699","REQ32238D74A29C84F0","2025-07-11T01:53:00Z","2025-07-11T02:08:00Z","SEL7627E6DF15F464A0","mobile","mid_atlantic","45762","km","2025-07-11T01:48:00Z"
"SRC2AD34B8F1CD0E9FF","valuation_portal","BAT4F563E461D5D","1.0","SYNVEH18406226294","REQ5E0925CC6F69C0A3","2025-07-11T07:11:51Z","2025-07-11T07:26:51Z","SEL432A2314F6EF839D","web","mountain_west","45899","mi","2025-07-11T07:06:51Z"
"SRCA9EDF9C43C7B541B","valuation_portal","BAT4F563E461D5D","1.0","SYNVEH56191253636","REQ763DDEDF3FC91837","2025-07-11T12:30:42Z","2025-07-11T12:45:42Z","SEL59FDE757637C1D0C","mobile","pacific_coast","46036","km","2025-07-11T12:25:42Z"
"SRCCF7C6EE027A8CC4D","valuation_portal","BAT4F563E461D5D","1.0","SYNVEH67638338388","REQ99A98611473FD66F","2025-07-11T17:49:34Z","2025-07-11T18:04:34Z","SEL09DAA30CFE766EDA","web","great_lakes","46173","mi","2025-07-11T17:44:34Z"
"SRC4C8D9BFD29C24647","valuation_portal","BAT4F563E461D5D","1.0","SYNVEH92592439201","REQ570D535DBF13FD94","2025-07-11T23:08:25Z","2025-07-11T23:23:25Z","SELE6073A5E1971A699","mobile","mid_atlantic","46310","km","2025-07-11T23:03:25Z"
"SRC92B1C4B1787E48FD","valuation_portal","BAT4F563E461D5D","1.0","SYNVEH70398531956","REQ6575479EEE086AF3","2025-07-12T04:27:17Z","2025-07-12T04:42:17Z","SELAAE6191EE1A596A9","web","mountain_west","46447","mi","2025-07-12T04:22:17Z"
"SRCE373837AA3B9AC07","valuation_portal","BAT4F563E461D5D","1.0","SYNVEH41559563539","REQ16A2BDC2EDF722E4","2025-07-12T09:46:08Z","2025-07-12T10:01:08Z","SEL2271E9B221CDA523","mobile","pacific_coast","46584","km","2025-07-12T09:41:08Z"
"SRC4B93F024B985EE54","valuation_portal","BAT4F563E461D5D","1.0","SYNVEH22664822676","REQ9701C09B06000B77","2025-07-12T15:05:00Z","2025-07-12T15:20:00Z","SEL7E06036E64E71571","web","great_lakes","46721","mi","2025-07-12T15:00:00Z"
"SRCF8C7E5C76B62FA05","valuation_portal","BAT4F563E461D5D","1.0","SYNVEH53257392479","REQB348AEE3E9B81D5A","2025-07-12T20:23:51Z","2025-07-12T20:38:51Z","SELCE4894691D87DD85","mobile","mid_atlantic","46858","km","2025-07-12T20:18:51Z"
"SRC5437EF13C0987763","valuation_portal","BAT4F563E461D5D","1.0","SYNVEH99748486369","REQ9889D24E1C33FBEC","2025-07-13T01:42:42Z","2025-07-13T01:57:42Z","SEL5FCCBA89143C6A48","web","mountain_west","46995","mi","2025-07-13T01:37:42Z"
"SRCF9C3D10C8652ABFA","valuation_portal","BAT4F563E461D5D","1.0","SYNVEH87256691251","REQ91D190A4C712AB72","2025-07-13T07:01:34Z","2025-07-13T07:16:34Z","SEL4D3283713E92444B","mobile","pacific_coast","47132","km","2025-07-13T06:56:34Z"
"SRCF17C7EFD59825372","valuation_portal","BAT4F563E461D5D","1.0","SYNVEH57947681509","REQ9B19CE565BA3F62A","2025-07-13T12:20:25Z","2025-07-13T12:35:25Z","SELEC812F32D9C0CD8F","web","great_lakes","47269","mi","2025-07-13T12:15:25Z"
"SRCDA3ABF6D5A61FEA7","valuation_portal","BAT4F563E461D5D","1.0","SYNVEH00959339757","REQ477F0593538E850D","2025-07-13T17:39:17Z","2025-07-13T17:54:17Z","SEL267D3DC31AEE4B87","mobile","mid_atlantic","47406","km","2025-07-13T17:34:17Z"
"SRC4F226CDC6552B643","valuation_portal","BAT4F563E461D5D","1.0","SYNVEH66321626964","REQ109AB03F512743B6","2025-07-13T22:58:08Z","2025-07-13T23:13:08Z","SEL494BE3ABC16F3958","web","mountain_west","47543","mi","2025-07-13T22:53:08Z"
"SRCE126B228D9366EED","valuation_portal","BAT4F563E461D5D","1.0","SYNVEH02509419926","REQ1B7B534095DC243C","2025-07-14T04:17:00Z","2025-07-14T04:32:00Z","SEL3E4D3D69DC4F2A8F","mobile","pacific_coast","47680","km","2025-07-14T04:12:00Z"
"SRCFA065750DCD3BE53","valuation_portal","BAT4F563E461D5D","1.0","SYNVEH10143916478","REQF7F615DECADE4E31","2025-07-14T09:35:51Z","2025-07-14T09:50:51Z","SELBE45B9897AF8FD63","web","great_lakes","47817","mi","2025-07-14T09:30:51Z"
"SRCA294B8F63C3BED8E","valuation_portal","BAT4F563E461D5D","1.0","SYNVEH82432756653","REQ0FA9FE31784EBBE5","2025-07-14T14:54:42Z","2025-07-14T15:09:42Z","SEL79BA5CBFEF731508","mobile","mid_atlantic","47954","km","2025-07-14T14:49:42Z"
"SRC7DE33A08307BE204","valuation_portal","BAT4F563E461D5D","1.0","SYNVEH04338420300","REQBB57B4DFC32F1C09","2025-07-14T20:13:34Z","2025-07-14T20:28:34Z","SEL4BBEDC1DAD5F36FA","web","mountain_west","48091","mi","2025-07-14T20:08:34Z"
"SRC4D70A69CD9A75F43","valuation_portal","BAT4F563E461D5D","1.0","SYNVEH21278911959","REQCA6758E7CFAB2A33","2025-07-15T01:32:25Z","2025-07-15T01:47:25Z","SELD3D3CCA79CA1DB85","mobile","pacific_coast","48228","km","2025-07-15T01:27:25Z"
"SRC602C0E7B3A2A1665","valuation_portal","BAT4F563E461D5D","1.0","SYNVEH07131911825","REQB3FA7A6572036CE1","2025-07-15T06:51:17Z","2025-07-15T07:06:17Z","SELD8138EAEB327F9AD","web","great_lakes","48365","mi","2025-07-15T06:46:17Z"
"SRCA10CE48EAC8B4CB3","valuation_portal","BAT4F563E461D5D","1.0","SYNVEH92099717468","REQ3712B922BCCB241D","2025-07-15T12:10:08Z","2025-07-15T12:25:08Z","SELF5938DC3CC37C449","mobile","mid_atlantic","48502","km","2025-07-15T12:05:08Z"
"SRCB48BF09CC09D65E6","valuation_portal","BAT4F563E461D5D","1.0","SYNVEH87371323524","REQ1C59FDB82C9DC5E6","2025-07-15T17:29:00Z","2025-07-15T17:44:00Z","SEL40A165E0A0BAF867","web","mountain_west","48639","mi","2025-07-15T17:24:00Z"
"SRCAFAE77868E526AC9","valuation_portal","BAT4F563E461D5D","1.0","SYNVEH37428073252","REQAF4C98156BFDBCA1","2025-07-15T22:47:51Z","2025-07-15T23:02:51Z","SEL16B8A6ACB536BD0A","mobile","pacific_coast","48776","km","2025-07-15T22:42:51Z"
"SRC73106B411EA2E4FD","valuation_portal","BAT4F563E461D5D","1.0","SYNVEH35866962932","REQAD46B4C47702D51B","2025-07-16T04:06:42Z","2025-07-16T04:21:42Z","SEL736EFE19A60EB395","web","great_lakes","48913","mi","2025-07-16T04:01:42Z"
"SRC8D7EBC1A6C111F5F","valuation_portal","BAT4F563E461D5D","1.0","SYNVEH40478471925","REQ7A77C4680B2333B3","2025-07-16T09:25:34Z","2025-07-16T09:40:34Z","SELA7AA062EBA8AF712","mobile","mid_atlantic","49050","km","2025-07-16T09:20:34Z"
"SRCC04AD93130366734","valuation_portal","BAT4F563E461D5D","1.0","SYNVEH61538823089","REQ0CF1BBA39F16DECF","2025-07-16T14:44:25Z","2025-07-16T14:59:25Z","SEL913C1BBB6174803E","web","mountain_west","49187","mi","2025-07-16T14:39:25Z"
"SRC761E45270203EFF0","valuation_portal","BAT4F563E461D5D","1.0","SYNVEH04275964449","REQ1ED5841746B683F4","2025-07-16T20:03:17Z","2025-07-16T20:18:17Z","SELB5C94602B39AEF9B","mobile","pacific_coast","49324","km","2025-07-16T19:58:17Z"
"SRC035FFC4D9160C0CB","valuation_portal","BAT4F563E461D5D","1.0","SYNVEH60110380604","REQD5241B6C40C4A05F","2025-07-17T01:22:08Z","2025-07-17T01:37:08Z","SELE68B810B179583EC","web","great_lakes","49461","mi","2025-07-17T01:17:08Z"
"SRC3E149FE5D22A0E70","valuation_portal","BAT4F563E461D5D","1.0","SYNVEH45212824150","REQBD3AF54382BF8719","2025-07-17T06:41:00Z","2025-07-17T06:56:00Z","SEL94096340F1330EB8","mobile","mid_atlantic","49598","km","2025-07-17T06:36:00Z"
"SRC701295F59E8F8573","valuation_portal","BAT4F563E461D5D","1.0","SYNVEH42464795045","REQB718187CED92C12A","2025-07-17T11:59:51Z","2025-07-17T12:14:51Z","SELADFB2615856A0EB6","web","mountain_west","49735","mi","2025-07-17T11:54:51Z"
"SRC0C497812CF22F69F","valuation_portal","BAT4F563E461D5D","1.0","SYNVEH82730190659","REQ994B5D9901E4ED64","2025-07-17T17:18:42Z","2025-07-17T17:33:42Z","SEL182D79191FDA786F","mobile","pacific_coast","49872","km","2025-07-17T17:13:42Z"
"SRC88179BB194F818BB","valuation_portal","BAT4F563E461D5D","1.0","SYNVEH82985449863","REQ3F519F790F78D334","2025-07-17T22:37:34Z","2025-07-17T22:52:34Z","SEL4278FA7DCEECC1E4","web","great_lakes","50009","mi","2025-07-17T22:32:34Z"
"SRCDBC73965DA13F26A","valuation_portal","BAT4F563E461D5D","1.0","SYNVEH38897135953","REQ1C20B9C887399A94","2025-07-18T03:56:25Z","2025-07-18T04:11:25Z","SELD1DBDABC1323211D","mobile","mid_atlantic","50146","km","2025-07-18T03:51:25Z"
"SRC2835263096D1A46D","valuation_portal","BAT4F563E461D5D","1.0","SYNVEH90997009316","REQ51B5FC7A44A8124B","2025-07-18T09:15:17Z","2025-07-18T09:30:17Z","SEL8124D08C9FC9AA15","web","mountain_west","50283","mi","2025-07-18T09:10:17Z"
"SRC64947274F4F169B1","valuation_portal","BAT4F563E461D5D","1.0","SYNVEH56109630401","REQB920CB5B6843756A","2025-07-18T14:34:08Z","2025-07-18T14:49:08Z","SEL506AB60AE07C8D84","mobile","pacific_coast","50420","km","2025-07-18T14:29:08Z"
"SRC2626AC0A24A766EC","valuation_portal","BAT4F563E461D5D","1.0","SYNVEH36254283735","REQ262B1B9DA8CB6FA6","2025-07-18T19:53:00Z","2025-07-18T20:08:00Z","SELDB311D9E57BA2085","web","great_lakes","50557","mi","2025-07-18T19:48:00Z"
"SRC9E891871A4DFC695","valuation_portal","BAT4F563E461D5D","1.0","SYNVEH77738077781","REQB61A7395DF4915B4","2025-07-19T01:11:51Z","2025-07-19T01:26:51Z","SEL531CF038F7F7F0DB","mobile","mid_atlantic","50694","km","2025-07-19T01:06:51Z"
"SRC3EFA9DEB965E1CAD","valuation_portal","BAT4F563E461D5D","1.0","SYNVEH71425136579","REQ60D8C5FAF74DC318","2025-07-19T06:30:42Z","2025-07-19T06:45:42Z","SEL57DDEDAA9B2781F7","web","mountain_west","50831","mi","2025-07-19T06:25:42Z"
"SRCAE33F68DACA785D2","valuation_portal","BAT4F563E461D5D","1.0","SYNVEH56930389079","REQ3EE45B426ADC314C","2025-07-19T11:49:34Z","2025-07-19T12:04:34Z","SEL07247DD5A5204BE0","mobile","pacific_coast","50968","km","2025-07-19T11:44:34Z"
"SRCBDF5B75153B4EBD4","valuation_portal","BAT4F563E461D5D","1.0","SYNVEH16178003070","REQDC4D53E8F48C3E28","2025-07-19T17:08:25Z","2025-07-19T17:23:25Z","SELAF08EB3F5A919016","web","great_lakes","51105","mi","2025-07-19T17:03:25Z"
"SRC86556B8643F58275","valuation_portal","BAT4F563E461D5D","1.0","SYNVEH24683348136","REQE773339ADD4B9925","2025-07-19T22:27:17Z","2025-07-19T22:42:17Z","SEL972E6607411B31B7","mobile","mid_atlantic","51242","km","2025-07-19T22:22:17Z"
"SRC7493A1C89C09CEB8","valuation_portal","BAT4F563E461D5D","1.0","SYNVEH15564453514","REQF571A0B2FAB41942","2025-07-20T03:46:08Z","2025-07-20T04:01:08Z","SELC6EF62B9BC5D6106","web","mountain_west","51379","mi","2025-07-20T03:41:08Z"
"SRCE9D8CF8EF3B1BFAA","valuation_portal","BAT4F563E461D5D","1.0","SYNVEH71668317829","REQ403DAA3C1E1CCFFC","2025-07-20T09:05:00Z","2025-07-20T09:20:00Z","SEL831C30B8301BD857","mobile","pacific_coast","51516","km","2025-07-20T09:00:00Z"
"SRCE9B90A73A8FE9154","valuation_portal","BAT4F563E461D5D","1.0","SYNVEH79978183828","REQ0CAE1D518913D209","2025-07-20T14:23:51Z","2025-07-20T14:38:51Z","SELAF2E1D63BB7E3C7D","web","great_lakes","51653","mi","2025-07-20T14:18:51Z"
"SRCDB270CB759D0C69C","valuation_portal","BAT4F563E461D5D","1.0","SYNVEH79151667872","REQ26A63B3676463B2C","2025-07-20T19:42:42Z","2025-07-20T19:57:42Z","SELA221CF878680B681","mobile","mid_atlantic","51790","km","2025-07-20T19:37:42Z"
