"source_record_id","source_system","source_batch_id","schema_version","synthetic_vin","request_id","source_updated_at","ingested_at","source_event_id","offer_id","auction_id","event_sequence","event_type","event_at","scheduled_close_at","bid_id","dealer_id","transaction_id","event_amount","event_amount_unit","currency_code","amount_role","auction_result_code"
"SRC21782B5289143FD7","dealer_marketplace","BAT4C2C82CDE9B7","1.0","SYNVEH27255908073","REQB1D4FC1E680368C5","2025-08-24T06:23:30Z","2025-08-24T06:43:30Z","MEVB0AF1F1449E86360","OFF7C860C38952C1CFF","AUCB0FD27F977AA713A","1","listing_created","2025-08-24T06:21:30Z","2025-08-31T06:21:30Z","","","","28772.35","usd","USD","reserve",""
"SRCF6B24C5D2A02CD85","dealer_marketplace","BAT4C2C82CDE9B7","1.0","SYNVEH25129569805","REQ933D2249BB67E82A","2025-08-24T08:20:30Z","2025-08-24T08:40:30Z","MEVF30E5F5747A4BA14","OFF8DF0F91BD9183AB9","AUCEC0AA1FC974E9F04","1","listing_created","2025-08-24T08:18:30Z","2025-08-31T08:18:30Z","","","","28066.35","usd","USD","reserve",""
"SRC5C04E3289CD5DAC0","dealer_marketplace","BAT4C2C82CDE9B7","1.0","SYNVEH17950965184","REQ5C906ED2FB847C64","2025-08-24T11:11:30Z","2025-08-24T11:31:30Z","MEV845EF596A306BFE2","OFF4A9F56FA8F9C65DC","AUCABBBB32C9C889E66","2","bid_submitted","2025-08-24T11:09:30Z","","BID25DAF3798072DC2A","DLRA681CC781599","","18652.11","usd","USD","bid",""
"SRCCF6A737EB0E49664","dealer_marketplace","BAT4C2C82CDE9B7","1.0","SYNVEH29813696863","REQE2D3121DE50522AA","2025-08-24T13:08:30Z","2025-08-24T13:28:30Z","MEV9B790BEB6777C94B","OFFEE49B2529F2F48ED","AUC4B582BD554AB85A2","2","bid_submitted","2025-08-24T13:06:30Z","","BID8046490AB10794FA","DLRCA89BA6A78CE","","26266.76","usd","USD","bid",""
"SRC864ECC559ED7DF10","dealer_marketplace","BAT4C2C82CDE9B7","1.0","SYNVEH11460925249","REQ41DCAE48CEBE1A07","2025-08-24T15:41:30Z","2025-08-24T16:01:30Z","MEV8C30A7FDBA7E6950","OFF9EDEE7B52D4BC116","AUC8CD9E04C0AF6346A","1","listing_created","2025-08-24T15:39:30Z","2025-08-31T15:39:30Z","","","","27054.65","usd","USD","reserve",""
"SRCC70F85DFD85C84D2","dealer_marketplace","BAT4C2C82CDE9B7","1.0","SYNVEH86923409736","REQF5E05D78F765BF3E","2025-08-24T17:38:30Z","2025-08-24T17:58:30Z","MEV02FA9975D6CEFFBE","OFFC62DB409F949C1C4","AUC1B273A78DD68B280","1","listing_created","2025-08-24T17:36:30Z","2025-08-31T17:36:30Z","","","","25852.85","usd","USD","reserve",""
"SRC66870DE80B493EC1","dealer_marketplace","BAT4C2C82CDE9B7","1.0","SYNVEH86775264571","REQ050CF5C2638266C4","2025-08-24T20:29:30Z","2025-08-24T20:49:30Z","MEVCB1654A644990501","OFFA4DBEF64E4A87C1A","AUC01733BC4C7AC70F6","2","bid_submitted","2025-08-24T20:27:30Z","","BID6A55FD305950456C","DLR53CF028994FD","","25200.91","usd","USD","bid",""
"SRCD31F4B5247C83DE0","dealer_marketplace","BAT4C2C82CDE9B7","1.0","SYNVEH71753295109","REQ9BD146EB218844F0","2025-08-24T22:26:30Z","2025-08-24T22:46:30Z","MEV55A901EBA463F0FC","OFF848DEC49F99340CB","AUCF765B887D51043EA","2","bid_submitted","2025-08-24T22:24:30Z","","BIDC704843261B7060C","DLRD18E1D7BB5F5","","22576.12","usd","USD","bid",""
"SRCFF092390A10433AF","dealer_marketplace","BAT4C2C82CDE9B7","1.0","SYNVEH82563892074","REQ89DD586FB194DA71","2025-08-25T00:59:30Z","2025-08-25T01:19:30Z","MEV9ABE33AAB1A5B489","OFF218598834D143180","AUCBEA83E3E90A59445","1","listing_created","2025-08-25T00:57:30Z","2025-09-01T00:57:30Z","","","","19394.95","usd","USD","reserve",""
"SRC7A017E8F9D21C7B6","dealer_marketplace","BAT4C2C82CDE9B7","1.0","SYNVEH72325468925","REQA40904594BF9F1B3","2025-08-25T02:56:30Z","2025-08-25T03:16:30Z","MEV865B37ACFE6FE859","OFFC92A5BA6F7CF34C6","AUC427782C06D452E04","1","listing_created","2025-08-25T02:54:30Z","2025-09-01T02:54:30Z","","","","27557.30","usd","USD","reserve",""
"SRCAD8F39BF230855C8","dealer_marketplace","BAT4C2C82CDE9B7","1.0","SYNVEH48308296890","REQEF0C9CFFAF2FD98B","2025-08-25T03:14:30Z","2025-08-25T03:34:30Z","MEVDBD9A6C7CD396DA5","OFF959E1E1C7290D0F4","AUC35AD452CD3F1E33C","3","bid_submitted","2025-08-25T03:12:30Z","","BIDB3A927DF10CBEA5E","DLR32C5BE412AA2","","29716.63","usd","USD","bid",""
"SRC50AF234545375426","dealer_marketplace","BAT4C2C82CDE9B7","1.0","SYNVEH33802121819","REQ05655DB7A68419F0","2025-08-25T05:47:30Z","2025-08-25T06:07:30Z","MEVBC3237F60CE8A43B","OFF3615FC1AF1E704BE","AUC4D3B6EFC56106984","2","bid_submitted","2025-08-25T05:45:30Z","","BIDBA31714C804C1C3D","DLRCDD9A76AB773","","29657.09","usd","USD","bid",""
"SRC134A4D48764C142F","dealer_marketplace","BAT4C2C82CDE9B7","1.0","SYNVEH67532304720","REQ7DFC099D564DEC55","2025-08-25T07:44:30Z","2025-08-25T08:04:30Z","MEVF0FC5D4E5187A34D","OFF0590DB081E650063","AUC90FFF4BB12DD7DCB","2","bid_submitted","2025-08-25T07:42:30Z","","BID8439ECCFE45D404E","DLR6BD3137AE09F","","28709.41","usd","USD","bid",""
"SRCC1528D026B309896","dealer_marketplace","BAT4C2C82CDE9B7","1.0","SYNVEH36393581126","REQ7D13A6A0ED7077D9","2025-08-25T10:17:30Z","2025-08-25T10:37:30Z","MEVFCF64ED70C5CE618","OFF1FF1497F5D338A7A","AUC20A71617C5743D90","1","listing_created","2025-08-25T10:15:30Z","2025-09-01T10:15:30Z","","","","25794.25","usd","USD","reserve",""
"SRC9654AF92B8028F4B","dealer_marketplace","BAT4C2C82CDE9B7","1.0","SYNVEH67031118295","REQ8F30AFB7801AB995","2025-08-25T12:32:30Z","2025-08-25T12:52:30Z","MEV6C5E87AC796670CD","OFF9DCA3926516184BA","AUC2BE6A160316C1877","3","bid_submitted","2025-08-25T12:30:30Z","","BID1CF2A67BBAC26ADE","DLRFB42DA82BBCC","","27804.45","usd","USD","bid",""
"SRC5AC1F6D7D47032B3","dealer_marketplace","BAT4C2C82CDE9B7","1.0","SYNVEH91236417771","REQ6E8845B999D24DF7","2025-08-25T15:05:30Z","2025-08-25T15:25:30Z","MEV35A85AC0EB5A8E11","OFF5BFD62F8B4FDCF0F","AUC4282E70F9B8DDA32","2","bid_submitted","2025-08-25T15:03:30Z","","BID4F9E24662C1AEF0D","DLR158330F87BEB","","23126.55","usd","USD","bid",""
"SRCB32725FB2BA6A37E","dealer_marketplace","BAT4C2C82CDE9B7","1.0","SYNVEH41674640029","REQ995716808B35C399","2025-08-25T17:02:30Z","2025-08-25T17:22:30Z","MEV7DA517542ADDC69C","OFF8CB9607849E64155","AUCFE5971B44571FC23","2","bid_submitted","2025-08-25T17:00:30Z","","BID42D24C06B9FD616D","DLRD1259465E994","","22289.43","usd","USD","bid",""
"SRC707A0ADDA57C6676","dealer_marketplace","BAT4C2C82CDE9B7","1.0","SYNVEH47780862318","REQ6FC74EEEA92A399B","2025-08-25T19:53:30Z","2025-08-25T20:13:30Z","MEV6027DF208FFEBA34","OFFDAF2388EF4E0136F","AUCD95752856019AE60","3","bid_submitted","2025-08-25T19:51:30Z","","BID37AB8BEC0D706318","DLR0F2B63C1B5C8","","24983.70","usd","USD","bid",""
"SRCFB3BBA64F77BCF31","dealer_marketplace","BAT4C2C82CDE9B7","1.0","SYNVEH50856555703","REQEFAD8337562E0E11","2025-08-25T21:50:30Z","2025-08-25T22:10:30Z","MEVB8FA5F4CB9294574","OFFE6D01DF12EDB81CE","AUCD4EF7EDD24D4B832","3","bid_submitted","2025-08-25T21:48:30Z","","BID263F951303A995FE","DLRD0779F9ACB7C","","23128.50","usd","USD","bid",""
"SRC1EC94BC8D022457D","dealer_marketplace","BAT4C2C82CDE9B7","1.0","SYNVEH27255908073","REQB1D4FC1E680368C5","2025-08-26T00:23:30Z","2025-08-26T00:43:30Z","MEV4A1790C508CD2DA8","OFF7C860C38952C1CFF","AUCB0FD27F977AA713A","2","bid_submitted","2025-08-26T00:21:30Z","","BIDEC2B2546D23C5F2A","DLR16182AD6193C","","28311.65","usd","USD","bid",""
"SRCD4C13F9C8CADC5C5","dealer_marketplace","BAT4C2C82CDE9B7","1.0","SYNVEH25129569805","REQ933D2249BB67E82A","2025-08-26T02:20:30Z","2025-08-26T02:40:30Z","MEVB51E98C3770B0659","OFF8DF0F91BD9183AB9","AUCEC0AA1FC974E9F04","2","bid_submitted","2025-08-26T02:18:30Z","","BIDE70757DE29FD0CB1","DLR04A1A030E1B0","","27626.97","usd","USD","bid",""
"SRC4105393D5875B78E","dealer_marketplace","BAT4C2C82CDE9B7","1.0","SYNVEH17950965184","REQ5C906ED2FB847C64","2025-08-26T05:11:30Z","2025-08-26T05:31:30Z","MEV216D2B1463B22BC0","OFF4A9F56FA8F9C65DC","AUCABBBB32C9C889E66","3","bid_submitted","2025-08-26T05:09:30Z","","BID511E16298C6A5CBA","DLR722AB6F40FE0","","18841.83","usd","USD","bid",""
"SRC89EE147EB3A4FDE3","dealer_marketplace","BAT4C2C82CDE9B7","1.0","SYNVEH29813696863","REQE2D3121DE50522AA","2025-08-26T07:08:30Z","2025-08-26T07:28:30Z","MEV28AFB9272EF2DCC3","OFFEE49B2529F2F48ED","AUC4B582BD554AB85A2","3","bid_submitted","2025-08-26T07:06:30Z","","BID9EA0E762F4936955","DLRFD07B86AD01C","","26402.08","usd","USD","bid",""
"SRC0C5092B164F17055","dealer_marketplace","BAT4C2C82CDE9B7","1.0","SYNVEH11460925249","REQ41DCAE48CEBE1A07","2025-08-26T09:41:30Z","2025-08-26T10:01:30Z","MEV0A212E736A0AE43B","OFF9EDEE7B52D4BC116","AUC8CD9E04C0AF6346A","2","bid_submitted","2025-08-26T09:39:30Z","","BID10B57C6851658C0F","DLRA681CC781599","","26722.67","usd","USD","bid",""
"SRCE9214A7CAD6B243E","dealer_marketplace","BAT4C2C82CDE9B7","1.0","SYNVEH86923409736","REQF5E05D78F765BF3E","2025-08-26T11:38:30Z","2025-08-26T11:58:30Z","MEV4654EB31FE4E94B2","OFFC62DB409F949C1C4","AUC1B273A78DD68B280","2","bid_submitted","2025-08-26T11:36:30Z","","BIDE5B56AE88F426ED9","DLRCA89BA6A78CE","","25431.67","usd","USD","bid",""
"SRC036BA5F55B8EB2F1","dealer_marketplace","BAT4C2C82CDE9B7","1.0","SYNVEH86775264571","REQ050CF5C2638266C4","2025-08-26T14:29:30Z","2025-08-26T14:49:30Z","MEVFC9BC46124594600","OFFA4DBEF64E4A87C1A","AUC01733BC4C7AC70F6","3","bid_submitted","2025-08-26T14:27:30Z","","BID18F5D65274F0D1DD","DLR6B0553A0450E","","25312.68","usd","USD","bid",""
"SRC2ED8823C0A5D6670","dealer_marketplace","BAT4C2C82CDE9B7","1.0","SYNVEH71753295109","REQ9BD146EB218844F0","2025-08-26T16:26:30Z","2025-08-26T16:46:30Z","MEV003306ECE85E6B3A","OFF848DEC49F99340CB","AUCF765B887D51043EA","3","bid_submitted","2025-08-26T16:24:30Z","","BIDC7A7FADC80C0B06C","DLR90FCDBA3BE85","","22774.51","usd","USD","bid",""
"SRC776125166A482C2D","dealer_marketplace","BAT4C2C82CDE9B7","1.0","SYNVEH82563892074","REQ89DD586FB194DA71","2025-08-26T18:59:30Z","2025-08-26T19:19:30Z","MEV228AF47BB25337CF","OFF218598834D143180","AUCBEA83E3E90A59445","2","bid_submitted","2025-08-26T18:57:30Z","","BID6F6F02151EF9B197","DLR53CF028994FD","","18981.17","usd","USD","bid",""
"SRC9A1C30585B8A6EE4","dealer_marketplace","BAT4C2C82CDE9B7","1.0","SYNVEH72325468925","REQA40904594BF9F1B3","2025-08-26T20:56:30Z","2025-08-26T21:16:30Z","MEV0C4270BCCD656975","OFFC92A5BA6F7CF34C6","AUC427782C06D452E04","2","bid_submitted","2025-08-26T20:54:30Z","","BID4228EB7742C456E4","DLRD18E1D7BB5F5","","27157.64","usd","USD","bid",""
"SRCCD02511DE90D2F0A","dealer_marketplace","BAT4C2C82CDE9B7","1.0","SYNVEH48308296890","REQEF0C9CFFAF2FD98B","2025-08-26T21:14:30Z","2025-08-26T21:34:30Z","MEV7A0DCCF6E0741396","OFF959E1E1C7290D0F4","AUC35AD452CD3F1E33C","4","bid_submitted","2025-08-26T21:12:30Z","","BID6A31B43BA12F33C4","DLR40030DB97205","","29822.81","usd","USD","bid",""
"SRC7638A0B57C52598C","dealer_marketplace","BAT4C2C82CDE9B7","1.0","SYNVEH33802121819","REQ05655DB7A68419F0","2025-08-26T23:47:30Z","2025-08-27T00:07:30Z","MEV625C4FDC3538DD05","OFF3615FC1AF1E704BE","AUC4D3B6EFC56106984","3","bid_submitted","2025-08-26T23:45:30Z","","BID05AD559A632664EB","DLR4A4EDA799EC7","","29777.92","usd","USD","bid",""
"SRC232060F1B7E9986D","dealer_marketplace","BAT4C2C82CDE9B7","1.0","SYNVEH67532304720","REQ7DFC099D564DEC55","2025-08-27T01:44:30Z","2025-08-27T02:04:30Z","MEVCE777D570F9FC874","OFF0590DB081E650063","AUC90FFF4BB12DD7DCB","3","bid_submitted","2025-08-27T01:42:30Z","","BID9F44BDF7E327E2D5","DLR32C5BE412AA2","","28895.88","usd","USD","bid",""
"SRC21BEF082CC6FE7CF","dealer_marketplace","BAT4C2C82CDE9B7","1.0","SYNVEH36393581126","REQ7D13A6A0ED7077D9","2025-08-27T04:17:30Z","2025-08-27T04:37:30Z","MEV472F1BD60828DE7A","OFF1FF1497F5D338A7A","AUC20A71617C5743D90","2","bid_submitted","2025-08-27T04:15:30Z","","BIDF666190E66DBBE3A","DLRCDD9A76AB773","","25309.43","usd","USD","bid",""
"SRC4F9C4EE09560FE88","dealer_marketplace","BAT4C2C82CDE9B7","1.0","SYNVEH67031118295","REQ8F30AFB7801AB995","2025-08-27T06:32:30Z","2025-08-27T06:52:30Z","MEV4F1C593E58CB4CB5","OFF9DCA3926516184BA","AUC2BE6A160316C1877","4","bid_submitted","2025-08-27T06:30:30Z","","BID079CBD9001C1A4E4","DLR4945435DE5B1","","27972.06","usd","USD","bid",""
"SRC57FE40907E223732","dealer_marketplace","BAT4C2C82CDE9B7","1.0","SYNVEH91236417771","REQ6E8845B999D24DF7","2025-08-27T09:05:30Z","2025-08-27T09:25:30Z","MEV63A8CEFB05671FDB","OFF5BFD62F8B4FDCF0F","AUC4282E70F9B8DDA32","3","bid_submitted","2025-08-27T09:03:30Z","","BID542C07201E61FB24","DLR1F325E31367C","","23315.80","usd","USD","bid",""
"SRC5686F4DC72C99D37","dealer_marketplace","BAT4C2C82CDE9B7","1.0","SYNVEH41674640029","REQ995716808B35C399","2025-08-27T11:02:30Z","2025-08-27T11:22:30Z","MEV04C86F38D3E1016F","OFF8CB9607849E64155","AUCFE5971B44571FC23","3","bid_submitted","2025-08-27T11:00:30Z","","BIDE40F000D24DE5A4A","DLRFB42DA82BBCC","","22402.64","usd","USD","bid",""
"SRC66A0203BB89BFF77","dealer_marketplace","BAT4C2C82CDE9B7","1.0","SYNVEH47780862318","REQ6FC74EEEA92A399B","2025-08-27T13:53:30Z","2025-08-27T14:13:30Z","MEV24A9AF46ADB39A63","OFFDAF2388EF4E0136F","AUCD95752856019AE60","4","bid_submitted","2025-08-27T13:51:30Z","","BID1A7CEBB955E4FAE6","DLRDB6681DACFAF","","25125.73","usd","USD","bid",""
"SRC2EDBACD3D39EA1DD","dealer_marketplace","BAT4C2C82CDE9B7","1.0","SYNVEH50856555703","REQEFAD8337562E0E11","2025-08-27T15:50:30Z","2025-08-27T16:10:30Z","MEV7C12FDC04D697CE4","OFFE6D01DF12EDB81CE","AUCD4EF7EDD24D4B832","4","bid_submitted","2025-08-27T15:48:30Z","","BID95FC983703F4DDF2","DLR4C953EA2C92B","","23295.15","usd","USD","bid",""
"SRCCAA17A0AF5E412B8","dealer_marketplace","BAT4C2C82CDE9B7","1.0","SYNVEH27255908073","REQB1D4FC1E680368C5","2025-08-27T18:23:30Z","2025-08-27T18:43:30Z","MEVAA7F13CD0F097B30","OFF7C860C38952C1CFF","AUCB0FD27F977AA713A","3","bid_submitted","2025-08-27T18:21:30Z","","BIDE80433F8E7C419F6","DLR0F2B63C1B5C8","","28492.00","usd","USD","bid",""
"SRC9563C4B637ECCFFB","dealer_marketplace","BAT4C2C82CDE9B7","1.0","SYNVEH25129569805","REQ933D2249BB67E82A","2025-08-27T20:20:30Z","2025-08-27T20:40:30Z","MEV3CE8D11BF8D244C4","OFF8DF0F91BD9183AB9","AUCEC0AA1FC974E9F04","3","bid_submitted","2025-08-27T20:18:30Z","","BID64E23F55973FCE5A","DLRD0779F9ACB7C","","27796.66","usd","USD","bid",""
"SRC96B29B2EA73BA0D4","dealer_marketplace","BAT4C2C82CDE9B7","1.0","SYNVEH17950965184","REQ5C906ED2FB847C64","2025-08-27T23:11:30Z","2025-08-27T23:31:30Z","MEVA945F1B8A4D4C722","OFF4A9F56FA8F9C65DC","AUCABBBB32C9C889E66","4","bid_submitted","2025-08-27T23:09:30Z","","BIDC33052E36D4AA8D4","DLR442A3D83894A","","19031.55","usd","USD","bid",""
"SRCB311D63E95A447EB","dealer_marketplace","BAT4C2C82CDE9B7","1.0","SYNVEH29813696863","REQE2D3121DE50522AA","2025-08-28T01:08:30Z","2025-08-28T01:28:30Z","MEV3FD91E25FF6FA9EA","OFFEE49B2529F2F48ED","AUC4B582BD554AB85A2","4","bid_submitted","2025-08-28T01:06:30Z","","BID4544BB4A1573B9ED","DLRBE5283904B8F","","26537.40","usd","USD","bid",""
"SRC1F5FC437048B00E8","dealer_marketplace","BAT4C2C82CDE9B7","1.0","SYNVEH11460925249","REQ41DCAE48CEBE1A07","2025-08-28T03:41:30Z","2025-08-28T04:01:30Z","MEV20832AF52B2FAC8C","OFF9EDEE7B52D4BC116","AUC8CD9E04C0AF6346A","3","bid_submitted","2025-08-28T03:39:30Z","","BID1480A154E815E9D8","DLR722AB6F40FE0","","26838.66","usd","USD","bid",""
"SRCA9A10221EEB60E4D","dealer_marketplace","BAT4C2C82CDE9B7","1.0","SYNVEH86923409736","REQF5E05D78F765BF3E","2025-08-28T05:38:30Z","2025-08-28T05:58:30Z","MEV1D55EF3ACC82BD1C","OFFC62DB409F949C1C4","AUC1B273A78DD68B280","3","bid_submitted","2025-08-28T05:36:30Z","","BID7FC1F6FE657FF840","DLRFD07B86AD01C","","25592.26","usd","USD","bid",""
"SRC486D30F9971C7E54","dealer_marketplace","BAT4C2C82CDE9B7","1.0","SYNVEH86775264571","REQ050CF5C2638266C4","2025-08-28T08:29:30Z","2025-08-28T08:49:30Z","MEVC8CA625A8C44DFFD","OFFA4DBEF64E4A87C1A","AUC01733BC4C7AC70F6","4","bid_submitted","2025-08-28T08:27:30Z","","BID3839E15B09643CCD","DLR91AA754C795C","","25424.45","usd","USD","bid",""
"SRC39731AF5F62E07AA","dealer_marketplace","BAT4C2C82CDE9B7","1.0","SYNVEH71753295109","REQ9BD146EB218844F0","2025-08-28T10:26:30Z","2025-08-28T10:46:30Z","MEV2DF4CD4CA8995090","OFF848DEC49F99340CB","AUCF765B887D51043EA","4","bid_submitted","2025-08-28T10:24:30Z","","BIDFEDB15F2C50680B7","DLR2F5BD8B03472","","22972.90","usd","USD","bid",""
"SRC53EBAAD97DE3B464","dealer_marketplace","BAT4C2C82CDE9B7","1.0","SYNVEH82563892074","REQ89DD586FB194DA71","2025-08-28T12:59:30Z","2025-08-28T13:19:30Z","MEVD24D9A07A50763E4","OFF218598834D143180","AUCBEA83E3E90A59445","3","bid_submitted","2025-08-28T12:57:30Z","","BID005745ED3BA01C86","DLR6B0553A0450E","","19138.06","usd","USD","bid",""
"SRC22D4F3F9AE5A932B","dealer_marketplace","BAT4C2C82CDE9B7","1.0","SYNVEH72325468925","REQA40904594BF9F1B3","2025-08-28T14:56:30Z","2025-08-28T15:16:30Z","MEVEF74CF3E2B9459F9","OFFC92A5BA6F7CF34C6","AUC427782C06D452E04","3","bid_submitted","2025-08-28T14:54:30Z","","BIDDDC170C0391F3597","DLR90FCDBA3BE85","","27307.47","usd","USD","bid",""
"SRCBBDF9BFA4EAEE7C8","dealer_marketplace","BAT4C2C82CDE9B7","1.0","SYNVEH48308296890","REQEF0C9CFFAF2FD98B","2025-08-28T15:14:30Z","2025-08-28T15:34:30Z","MEV52DA769FC695CBAB","OFF959E1E1C7290D0F4","AUC35AD452CD3F1E33C","5","auction_closed","2025-08-28T15:12:30Z","","BID6A31B43BA12F33C4","DLR40030DB97205","","","","","","awarded"
"SRCEFD84BC3193E6A2B","dealer_marketplace","BAT4C2C82CDE9B7","1.0","SYNVEH33802121819","REQ05655DB7A68419F0","2025-08-28T17:47:30Z","2025-08-28T18:07:30Z","MEVB9849D130B2009B7","OFF3615FC1AF1E704BE","AUC4D3B6EFC56106984","4","bid_submitted","2025-08-28T17:45:30Z","","BID5AEAB90C1EE3F679","DLR04393CD04D26","","29898.75","usd","USD","bid",""
"SRC64E429865C50AFDC","dealer_marketplace","BAT4C2C82CDE9B7","1.0","SYNVEH67532304720","REQ7DFC099D564DEC55","2025-08-28T19:44:30Z","2025-08-28T20:04:30Z","MEVD7613DFD39BF89E1","OFF0590DB081E650063","AUC90FFF4BB12DD7DCB","4","bid_submitted","2025-08-28T19:42:30Z","","BID33F6D677B7E05EC7","DLR40030DB97205","","29082.35","usd","USD","bid",""
"SRC06BCF5071467AA2F","dealer_marketplace","BAT4C2C82CDE9B7","1.0","SYNVEH36393581126","REQ7D13A6A0ED7077D9","2025-08-28T22:17:30Z","2025-08-28T22:37:30Z","MEVF0DC8185689F78BF","OFF1FF1497F5D338A7A","AUC20A71617C5743D90","3","bid_submitted","2025-08-28T22:15:30Z","","BID98D7C90C6E6B8B16","DLR4A4EDA799EC7","","25501.84","usd","USD","bid",""
"SRC49E8C55167F18DCC","dealer_marketplace","BAT4C2C82CDE9B7","1.0","SYNVEH25344648498","REQ1C1F830A599ECC33","2025-08-28T22:50:30Z","2025-08-28T23:10:30Z","MEV5C70F14910872D47","OFF2489F87F75F365C7","AUCFF35D995AE7F310B","1","listing_created","2025-08-28T22:48:30Z","2025-09-04T22:48:30Z","","","","24420.55","usd","USD","reserve",""
"SRC6CAFE0AE751EADE0","dealer_marketplace","BAT4C2C82CDE9B7","1.0","SYNVEH67031118295","REQ8F30AFB7801AB995","2025-08-29T00:32:30Z","2025-08-29T00:52:30Z","MEV4734BA62D2710F27","OFF9DCA3926516184BA","AUC2BE6A160316C1877","5","auction_closed","2025-08-29T00:30:30Z","","BID079CBD9001C1A4E4","DLR4945435DE5B1","","","","","","awarded"
"SRC3858220C7439946B","dealer_marketplace","BAT4C2C82CDE9B7","1.0","SYNVEH91236417771","REQ6E8845B999D24DF7","2025-08-29T03:05:30Z","2025-08-29T03:25:30Z","MEV44557341B7E3C612","OFF5BFD62F8B4FDCF0F","AUC4282E70F9B8DDA32","4","bid_submitted","2025-08-29T03:03:30Z","","BID5E4E86713C4A4B31","DLR450CB61C2A5F","","23505.05","usd","USD","bid",""
"SRCBBF4607122E74C69","dealer_marketplace","BAT4C2C82CDE9B7","1.0","SYNVEH41674640029","REQ995716808B35C399","2025-08-29T05:02:30Z","2025-08-29T05:22:30Z","MEV5964FA6B4C0E5F8C","OFF8CB9607849E64155","AUCFE5971B44571FC23","4","bid_submitted","2025-08-29T05:00:30Z","","BIDE91DC7497576A467","DLR4945435DE5B1","","22515.85","usd","USD","bid",""
"SRC751103BD87885E60","dealer_marketplace","BAT4C2C82CDE9B7","1.0","SYNVEH47780862318","REQ6FC74EEEA92A399B","2025-08-29T07:53:30Z","2025-08-29T08:13:30Z","MEV1BEB28CF3C80997C","OFFDAF2388EF4E0136F","AUCD95752856019AE60","5","auction_closed","2025-08-29T07:51:30Z","","BID1A7CEBB955E4FAE6","DLRDB6681DACFAF","","","","","","awarded"
"SRCF10CD30090F01D6C","dealer_marketplace","BAT4C2C82CDE9B7","1.0","SYNVEH50856555703","REQEFAD8337562E0E11","2025-08-29T09:50:30Z","2025-08-29T10:10:30Z","MEVC70203DE584E949E","OFFE6D01DF12EDB81CE","AUCD4EF7EDD24D4B832","5","auction_closed","2025-08-29T09:48:30Z","","","","","","","","","reserve_not_met"
"SRC84385F3C9958ECE0","dealer_marketplace","BAT4C2C82CDE9B7","1.0","SYNVEH27255908073","REQB1D4FC1E680368C5","2025-08-29T12:23:30Z","2025-08-29T12:43:30Z","MEV708C38F9C4FCFC49","OFF7C860C38952C1CFF","AUCB0FD27F977AA713A","4","bid_submitted","2025-08-29T12:21:30Z","","BIDDBE690EC1A090B7E","DLRDB6681DACFAF","","28672.35","usd","USD","bid",""
"SRCC93DCED0D39968DD","dealer_marketplace","BAT4C2C82CDE9B7","1.0","SYNVEH25129569805","REQ933D2249BB67E82A","2025-08-29T14:20:30Z","2025-08-29T14:40:30Z","MEV38EDE2C8CB12F8F3","OFF8DF0F91BD9183AB9","AUCEC0AA1FC974E9F04","4","bid_submitted","2025-08-29T14:18:30Z","","BID1BF5BEB4DFFCFBA1","DLR4C953EA2C92B","","27966.35","usd","USD","bid",""
"SRCAC9F4A84DEF7797E","dealer_marketplace","BAT4C2C82CDE9B7","1.0","SYNVEH17950965184","REQ5C906ED2FB847C64","2025-08-29T17:11:30Z","2025-08-29T17:31:30Z","MEVCA903A6EB985D178","OFF4A9F56FA8F9C65DC","AUCABBBB32C9C889E66","5","auction_closed","2025-08-29T17:09:30Z","","BIDC33052E36D4AA8D4","DLR442A3D83894A","","","","","","awarded"
"SRCEC9AEA614530D39C","dealer_marketplace","BAT4C2C82CDE9B7","1.0","SYNVEH29813696863","REQE2D3121DE50522AA","2025-08-29T19:08:30Z","2025-08-29T19:28:30Z","MEVF25FD15395FBB8A7","OFFEE49B2529F2F48ED","AUC4B582BD554AB85A2","5","auction_closed","2025-08-29T19:06:30Z","","","","","","","","","reserve_not_met"
"SRC3F064F378C95C32E","dealer_marketplace","BAT4C2C82CDE9B7","1.0","SYNVEH11460925249","REQ41DCAE48CEBE1A07","2025-08-29T21:41:30Z","2025-08-29T22:01:30Z","MEV35D33CCC351E77EB","OFF9EDEE7B52D4BC116","AUC8CD9E04C0AF6346A","4","bid_submitted","2025-08-29T21:39:30Z","","BIDF9494E2E716A8D05","DLR442A3D83894A","","26954.65","usd","USD","bid",""
"SRCC2EFC2AF3C8C2177","dealer_marketplace","BAT4C2C82CDE9B7","1.0","SYNVEH86923409736","REQF5E05D78F765BF3E","2025-08-29T23:38:30Z","2025-08-29T23:58:30Z","MEVE2B1382B6F2C25D7","OFFC62DB409F949C1C4","AUC1B273A78DD68B280","4","bid_submitted","2025-08-29T23:36:30Z","","BIDD3F16DD1D70E6AFA","DLRBE5283904B8F","","25752.85","usd","USD","bid",""
"SRCF5F03C31566BFDF6","dealer_marketplace","BAT4C2C82CDE9B7","1.0","SYNVEH86775264571","REQ050CF5C2638266C4","2025-08-30T02:29:30Z","2025-08-30T02:49:30Z","MEV3CDC3E5F2C495D7D","OFFA4DBEF64E4A87C1A","AUC01733BC4C7AC70F6","5","auction_closed","2025-08-30T02:27:30Z","","","","","","","","","reserve_not_met"
