"source_record_id","source_system","source_batch_id","schema_version","synthetic_vin","request_id","source_updated_at","ingested_at","assessment_id","assessment_version","assessment_status","assessment_method_version","vehicle_model_family","vehicle_segment","model_year","assessed_odometer_value","assessed_odometer_unit","battery_soh_value","battery_soh_unit","condition_grade","observed_at","assessment_completed_at","available_to_model_at"
"SRC988499C7BDAF35D3","vehicle_assessment","BAT0EFEC9A5D5DA","1.0","SYNVEH54686864423","REQ38FE17FBD66EC53E","2025-06-11T10:05:00Z","2025-06-11T10:35:00Z","ASM4559E09A5301F6FC","1","usable","method_baseline","nissan_leaf","hatchback","2025","31240","km","87.9","percent","clean","2025-06-11T08:00:00Z","2025-06-11T10:00:00Z","2025-06-11T11:35:00Z"
"SRC1869B4398ACDB803","vehicle_assessment","BAT0EFEC9A5D5DA","1.0","SYNVEH33650644780","REQ2B780BA76DDAAF9C","2025-06-11T18:05:00Z","2025-06-11T19:35:00Z","ASM79E5045EE24E87D4","1","usable","method_baseline","tesla_model_3","sedan","2026","31377","mi","84.8","percent","average","2025-06-11T16:00:00Z","2025-06-11T18:00:00Z","2025-06-11T18:35:00Z"
"SRCC19BE7E56E7B84F0","vehicle_assessment","BAT0EFEC9A5D5DA","1.0","SYNVEH59279952440","REQ173FAE8D4D05556A","2025-06-12T02:05:00Z","2025-06-12T02:35:00Z","ASM6E2AE36BBC990352","1","usable","method_current","tesla_model_y","crossover","2018","31514","km","86.1","percent","rough","2025-06-12T00:00:00Z","2025-06-12T02:00:00Z","2025-06-12T03:35:00Z"
"SRCFDFE406375B8F4F0","vehicle_assessment","BAT0EFEC9A5D5DA","1.0","SYNVEH26392034352","REQCFE05A88151E16ED","2025-06-12T10:05:00Z","2025-06-12T11:35:00Z","ASM13E7A22CF1988982","1","usable","method_current","hyundai_ioniq_5","crossover","2019","31651","mi","90.4","percent","clean","2025-06-12T08:00:00Z","2025-06-12T10:00:00Z","2025-06-12T10:35:00Z"
"SRCBDED3D51F9669383","vehicle_assessment","BAT0EFEC9A5D5DA","1.0","SYNVEH34918036547","REQ4AA2559C0B845A4F","2025-06-12T18:05:00Z","2025-06-12T18:35:00Z","ASM42C95F261E644CBA","1","usable","method_current","ford_mustang_mach_e","crossover","2020","31788","km","82.4","percent","average","2025-06-12T16:00:00Z","2025-06-12T18:00:00Z","2025-06-12T19:35:00Z"
"SRCC5014DE31EF35063","vehicle_assessment","BAT0EFEC9A5D5DA","1.0","SYNVEH66832808960","REQDC20CEFDB0B12AC5","2025-06-13T02:05:00Z","2025-06-13T03:35:00Z","ASM9EBC864E303FEE2F","1","usable","method_current","ford_f150_lightning","pickup","2021","31925","mi","90.3","percent","rough","2025-06-13T00:00:00Z","2025-06-13T02:00:00Z","2025-06-13T02:35:00Z"
"SRCAF40AEFE8A15FD47","vehicle_assessment","BAT0EFEC9A5D5DA","1.0","SYNVEH25858580850","REQ70246443A1EDD3EB","2025-06-13T10:05:00Z","2025-06-13T10:35:00Z","ASME269FB8E634D4FB8","1","usable","method_current","chevrolet_bolt_ev","hatchback","2022","32062","km","96.1","percent","clean","2025-06-13T08:00:00Z","2025-06-13T10:00:00Z","2025-06-13T11:35:00Z"
"SRCF99E9C9331B8CD72","vehicle_assessment","BAT0EFEC9A5D5DA","1.0","SYNVEH66003622998","REQ30065515570FF112","2025-06-13T18:05:00Z","2025-06-13T19:35:00Z","ASMBF0E834518B3E439","1","usable","method_current","nissan_leaf","hatchback","2023","32199","mi","87.9","percent","average","2025-06-13T16:00:00Z","2025-06-13T18:00:00Z","2025-06-13T18:35:00Z"
"SRC0D4870A664763511","vehicle_assessment","BAT0EFEC9A5D5DA","1.0","SYNVEH91617165505","REQ5BC12B18A38DCCFE","2025-06-14T02:05:00Z","2025-06-14T02:35:00Z","ASM9D4A3B51BFB1FA67","1","usable","method_current","tesla_model_3","sedan","2024","32336","km","87.8","percent","rough","2025-06-14T00:00:00Z","2025-06-14T02:00:00Z","2025-06-14T03:35:00Z"
"SRC52A5A1460A30DAB8","vehicle_assessment","BAT0EFEC9A5D5DA","1.0","SYNVEH87620779880","REQ819927DCCD55245C","2025-06-14T10:05:00Z","2025-06-14T11:35:00Z","ASM0E474E4F0F4D292D","1","usable","method_current","tesla_model_y","crossover","2025","32473","mi","89.9","percent","clean","2025-06-14T08:00:00Z","2025-06-14T10:00:00Z","2025-06-14T10:35:00Z"
"SRC97747C589B984898","vehicle_assessment","BAT0EFEC9A5D5DA","1.0","SYNVEH72652470339","REQ47F55B75AD268BDD","2025-06-14T18:05:00Z","2025-06-14T18:35:00Z","ASM9B64D017C27D2325","1","usable","method_current","hyundai_ioniq_5","crossover","2026","32610","km","85.6","percent","average","2025-06-14T16:00:00Z","2025-06-14T18:00:00Z","2025-06-14T19:35:00Z"
"SRC94612E630352E27D","vehicle_assessment","BAT0EFEC9A5D5DA","1.0","SYNVEH15172203735","REQ9063D22BF6806FF8","2025-06-15T02:05:00Z","2025-06-15T03:35:00Z","ASMB90D38985C11E2E8","1","usable","method_current","ford_mustang_mach_e","crossover","2018","32747","mi","82.5","percent","rough","2025-06-15T00:00:00Z","2025-06-15T02:00:00Z","2025-06-15T02:35:00Z"
"SRC973E12AD5AE36BC0","vehicle_assessment","BAT0EFEC9A5D5DA","1.0","SYNVEH61246375534","REQ77A429FB9CCF3410","2025-06-15T10:05:00Z","2025-06-15T10:35:00Z","ASM1605F906A56E0122","1","usable","method_current","ford_f150_lightning","pickup","2019","32884","km","83.7","percent","clean","2025-06-15T08:00:00Z","2025-06-15T10:00:00Z","2025-06-15T11:35:00Z"
"SRC830B4195F71CA4AF","vehicle_assessment","BAT0EFEC9A5D5DA","1.0","SYNVEH33800498077","REQ648989AAF78BB756","2025-06-15T18:05:00Z","2025-06-15T19:35:00Z","ASM2C6B5C51FEB5E6D9","1","usable","method_current","chevrolet_bolt_ev","hatchback","2020","33021","mi","82.4","percent","average","2025-06-15T16:00:00Z","2025-06-15T18:00:00Z","2025-06-15T18:35:00Z"
"SRC931C3B5B4572FFAF","vehicle_assessment","BAT0EFEC9A5D5DA","1.0","SYNVEH19300277060","REQ1EFA5FC5A70DA530","2025-06-16T02:05:00Z","2025-06-16T02:35:00Z","ASM993DD405131BA1B9","1","usable","method_current","nissan_leaf","hatchback","2021","33158","km","93.5","percent","rough","2025-06-16T00:00:00Z","2025-06-16T02:00:00Z","2025-06-16T03:35:00Z"
"SRC347184C6130452A3","vehicle_assessment","BAT0EFEC9A5D5DA","1.0","SYNVEH60368169433","REQEEA54B78B4BBC0D7","2025-06-16T10:05:00Z","2025-06-16T11:35:00Z","ASM0CD84613D6F93211","1","usable","method_current","tesla_model_3","sedan","2022","33295","mi","81.7","percent","clean","2025-06-16T08:00:00Z","2025-06-16T10:00:00Z","2025-06-16T10:35:00Z"
"SRC96CE063046E88BB0","vehicle_assessment","BAT0EFEC9A5D5DA","1.0","SYNVEH41413993998","REQ7FFB6C0C4CB485EC","2025-06-16T18:05:00Z","2025-06-16T18:35:00Z","ASMF15C98D263D11CA0","1","usable","method_current","tesla_model_y","crossover","2023","33432","km","84.8","percent","average","2025-06-16T16:00:00Z","2025-06-16T18:00:00Z","2025-06-16T19:35:00Z"
"SRCDD6CC0C337736719","vehicle_assessment","BAT0EFEC9A5D5DA","1.0","SYNVEH88371404085","REQ5CE001848C9BE690","2025-06-17T02:05:00Z","2025-06-17T03:35:00Z","ASMC1E3B31A557AE27F","1","usable","method_current","hyundai_ioniq_5","crossover","2024","33569","mi","87.7","percent","rough","2025-06-17T00:00:00Z","2025-06-17T02:00:00Z","2025-06-17T02:35:00Z"
"SRC503FA12A1B38520C","vehicle_assessment","BAT0EFEC9A5D5DA","1.0","SYNVEH29132882499","REQCECE2B9F10AA7E46","2025-06-17T10:05:00Z","2025-06-17T10:35:00Z","ASMEEDFDD13DA0AA3F9","1","usable","method_current","ford_mustang_mach_e","crossover","2025","33706","km","87.2","percent","clean","2025-06-17T08:00:00Z","2025-06-17T10:00:00Z","2025-06-17T11:35:00Z"
"SRC0EC0BEF7E43C81D6","vehicle_assessment","BAT0EFEC9A5D5DA","1.0","SYNVEH52701623500","REQ361E7391B8484508","2025-06-17T18:05:00Z","2025-06-17T19:35:00Z","ASM02ECF6931A6836B1","1","usable","method_current","ford_f150_lightning","pickup","2026","33843","mi","82.7","percent","average","2025-06-17T16:00:00Z","2025-06-17T18:00:00Z","2025-06-17T18:35:00Z"
"SRC7612D198B76F41C6","vehicle_assessment","BAT0EFEC9A5D5DA","1.0","SYNVEH68617188579","REQ33D26C91AC41DE8B","2025-06-18T02:05:00Z","2025-06-18T02:35:00Z","ASM858A2448034A0644","1","usable","method_current","chevrolet_bolt_ev","hatchback","2018","33980","km","85.2","percent","rough","2025-06-18T00:00:00Z","2025-06-18T02:00:00Z","2025-06-18T03:35:00Z"
"SRCDDF67D64E04D5409","vehicle_assessment","BAT0EFEC9A5D5DA","1.0","SYNVEH73164469971","REQA6278670CC5A0B86","2025-06-18T10:05:00Z","2025-06-18T11:35:00Z","ASM8A7AF9EE92D875D0","1","usable","method_current","nissan_leaf","hatchback","2019","34117","mi","89.2","percent","clean","2025-06-18T08:00:00Z","2025-06-18T10:00:00Z","2025-06-18T10:35:00Z"
"SRC1B859F2AA54E4BA5","vehicle_assessment","BAT0EFEC9A5D5DA","1.0","SYNVEH08220628693","REQF7066C9C0C97A9C5","2025-06-18T18:05:00Z","2025-06-18T18:35:00Z","ASM1D62DB57BF7CB79E","1","usable","method_current","tesla_model_3","sedan","2020","34254","km","96.8","percent","average","2025-06-18T16:00:00Z","2025-06-18T18:00:00Z","2025-06-18T19:35:00Z"
"SRC7A71519FDAEEC6D0","vehicle_assessment","BAT0EFEC9A5D5DA","1.0","SYNVEH86239765182","REQC08497C13ED94026","2025-06-19T02:05:00Z","2025-06-19T03:35:00Z","ASM2848F6AB8AEFDFC7","1","usable","method_current","tesla_model_y","crossover","2021","34391","mi","88.5","percent","rough","2025-06-19T00:00:00Z","2025-06-19T02:00:00Z","2025-06-19T02:35:00Z"
"SRCEC5E0F72EFBA5E05","vehicle_assessment","BAT0EFEC9A5D5DA","1.0","SYNVEH36346344678","REQ25663B915ABDF789","2025-06-19T10:05:00Z","2025-06-19T10:35:00Z","ASM72936DE60AD35724","1","usable","method_current","hyundai_ioniq_5","crossover","2022","34528","km","94.0","percent","clean","2025-06-19T08:00:00Z","2025-06-19T10:00:00Z","2025-06-19T11:35:00Z"
"SRC8E125A4D99C24D61","vehicle_assessment","BAT0EFEC9A5D5DA","1.0","SYNVEH43518245099","REQ1BD022F0115571FB","2025-06-19T18:05:00Z","2025-06-19T19:35:00Z","ASM8CDA2E6EAA23CE1E","1","usable","method_current","ford_mustang_mach_e","crossover","2023","34665","mi","94.6","percent","average","2025-06-19T16:00:00Z","2025-06-19T18:00:00Z","2025-06-19T18:35:00Z"
"SRC4753AA6849E55A2A","vehicle_assessment","BAT0EFEC9A5D5DA","1.0","SYNVEH28664170838","REQ3ED19D8C5521693A","2025-06-20T02:05:00Z","2025-06-20T02:35:00Z","ASM0E6FC39D89CF078E","1","usable","method_current","ford_f150_lightning","pickup","2024","34802","km","93.7","percent","rough","2025-06-20T00:00:00Z","2025-06-20T02:00:00Z","2025-06-20T03:35:00Z"
"SRC71F05C8D180D0361","vehicle_assessment","BAT0EFEC9A5D5DA","1.0","SYNVEH56459817151","REQ5A6433B8CA95224E","2025-06-20T10:05:00Z","2025-06-20T11:35:00Z","ASM8661717B576B9989","1","usable","method_current","chevrolet_bolt_ev","hatchback","2025","34939","mi","82.8","percent","clean","2025-06-20T08:00:00Z","2025-06-20T10:00:00Z","2025-06-20T10:35:00Z"
"SRC98CCEEB08D9DFFC0","vehicle_assessment","BAT0EFEC9A5D5DA","1.0","SYNVEH54056400420","REQF7AABB981AE2A405","2025-06-20T18:05:00Z","2025-06-20T18:35:00Z","ASMB9E11F1B0BB70024","1","usable","method_current","nissan_leaf","hatchback","2026","35076","km","84.8","percent","average","2025-06-20T16:00:00Z","2025-06-20T18:00:00Z","2025-06-20T19:35:00Z"
"SRC4DA47AEB79694C57","vehicle_assessment","BAT0EFEC9A5D5DA","1.0","SYNVEH35762100067","REQA69BFFECD818E782","2025-06-21T02:05:00Z","2025-06-21T03:35:00Z","ASM81D59FF0D06E8E26","1","usable","method_current","tesla_model_3","sedan","2018","35213","mi","87.2","percent","rough","2025-06-21T00:00:00Z","2025-06-21T02:00:00Z","2025-06-21T02:35:00Z"
"SRCD5872262D3397947","vehicle_assessment","BAT0EFEC9A5D5DA","1.0","SYNVEH22837688574","REQ04DFA262BB3C34BB","2025-06-21T10:05:00Z","2025-06-21T10:35:00Z","ASM837BBD03E8E7B004","1","usable","method_current","tesla_model_y","crossover","2019","35350","km","86.1","percent","clean","2025-06-21T08:00:00Z","2025-06-21T10:00:00Z","2025-06-21T11:35:00Z"
"SRC97B9512928E50C2F","vehicle_assessment","BAT0EFEC9A5D5DA","1.0","SYNVEH32950248789","REQ577A9CF5DFB5345B","2025-06-21T18:05:00Z","2025-06-21T19:35:00Z","ASM1155C73C1CC62319","1","usable","method_current","hyundai_ioniq_5","crossover","2020","35487","mi","86.4","percent","average","2025-06-21T16:00:00Z","2025-06-21T18:00:00Z","2025-06-21T18:35:00Z"
"SRC5E616D742BB5CA4F","vehicle_assessment","BAT0EFEC9A5D5DA","1.0","SYNVEH28911235446","REQB1F7BC7D90269AC4","2025-06-22T02:05:00Z","2025-06-22T02:35:00Z","ASM7DDDEBEB0EE02065","1","usable","method_current","ford_mustang_mach_e","crossover","2021","35624","km","89.0","percent","rough","2025-06-22T00:00:00Z","2025-06-22T02:00:00Z","2025-06-22T03:35:00Z"
"SRC6316C54EE5857568","vehicle_assessment","BAT0EFEC9A5D5DA","1.0","SYNVEH69326151810","REQ2E28F53D8ABE8A77","2025-06-22T10:05:00Z","2025-06-22T11:35:00Z","ASM3ADAB4622B4AA655","1","usable","method_current","ford_f150_lightning","pickup","2022","35761","mi","91.0","percent","clean","2025-06-22T08:00:00Z","2025-06-22T10:00:00Z","2025-06-22T10:35:00Z"
"SRC108CACFE0ED66049","vehicle_assessment","BAT0EFEC9A5D5DA","1.0","SYNVEH59759933921","REQ121446ADD4A38C70","2025-06-22T18:05:00Z","2025-06-22T18:35:00Z","ASM5ACF8A58116DAB65","1","usable","method_current","chevrolet_bolt_ev","hatchback","2023","35898","km","93.1","percent","average","2025-06-22T16:00:00Z","2025-06-22T18:00:00Z","2025-06-22T19:35:00Z"
"SRC7417BDD77421D908","vehicle_assessment","BAT0EFEC9A5D5DA","1.0","SYNVEH37246014393","REQ009B23A507DF6F2E","2025-06-23T02:05:00Z","2025-06-23T03:35:00Z","ASM1034AF16ABCBCFB0","1","usable","method_current","nissan_leaf","hatchback","2024","36035","mi","96.5","percent","rough","2025-06-23T00:00:00Z","2025-06-23T02:00:00Z","2025-06-23T02:35:00Z"
"SRCDA534AEEFC0D60B1","vehicle_assessment","BAT0EFEC9A5D5DA","1.0","SYNVEH92089201880","REQCE2BD2CFD3BFD850","2025-06-23T10:05:00Z","2025-06-23T10:35:00Z","ASM0605764772B2F806","1","usable","method_current","tesla_model_3","sedan","2025","36172","km","87.1","percent","clean","2025-06-23T08:00:00Z","2025-06-23T10:00:00Z","2025-06-23T11:35:00Z"
"SRC7C61D8C6CBCC9371","vehicle_assessment","BAT0EFEC9A5D5DA","1.0","SYNVEH86113488192","REQ442519D09725C77B","2025-06-23T18:05:00Z","2025-06-23T19:35:00Z","ASM40BE191AF20FE26F","1","usable","method_current","tesla_model_y","crossover","2026","36309","mi","87.6","percent","average","2025-06-23T16:00:00Z","2025-06-23T18:00:00Z","2025-06-23T18:35:00Z"
"SRC9F20CB6C74E7F5B3","vehicle_assessment","BAT0EFEC9A5D5DA","1.0","SYNVEH18737407961","REQE6EF28882A276830","2025-06-24T02:05:00Z","2025-06-24T02:35:00Z","ASM1D8BFECD8366BFFA","1","usable","method_current","hyundai_ioniq_5","crossover","2018","36446","km","84.7","percent","rough","2025-06-24T00:00:00Z","2025-06-24T02:00:00Z","2025-06-24T03:35:00Z"
"SRC09E3349D4FF15386","vehicle_assessment","BAT0EFEC9A5D5DA","1.0","SYNVEH50690366907","REQ9A41ADC24F1785A7","2025-06-24T10:05:00Z","2025-06-24T11:35:00Z","ASM0808F282C0565C32","1","usable","method_current","ford_mustang_mach_e","crossover","2019","36583","mi","96.7","percent","clean","2025-06-24T08:00:00Z","2025-06-24T10:00:00Z","2025-06-24T10:35:00Z"
"SRC54339F1528236A9D","vehicle_assessment","BAT0EFEC9A5D5DA","1.0","SYNVEH39498902573","REQ7FD5AB176A2D9BEA","2025-06-24T18:05:00Z","2025-06-24T18:35:00Z","ASM090F1CB2FA046C00","1","usable","method_current","ford_f150_lightning","pickup","2020","36720","km","93.0","percent","average","2025-06-24T16:00:00Z","2025-06-24T18:00:00Z","2025-06-24T19:35:00Z"
"SRCD78BD343E7C96FB8","vehicle_assessment","BAT0EFEC9A5D5DA","1.0","SYNVEH48298221313","REQ7AAD52805B87FABA","2025-06-25T02:05:00Z","2025-06-25T03:35:00Z","ASMABAC3E54C01B33B1","1","usable","method_current","chevrolet_bolt_ev","hatchback","2021","36857","mi","91.4","percent","rough","2025-06-25T00:00:00Z","2025-06-25T02:00:00Z","2025-06-25T02:35:00Z"
"SRC88FBB9D4F0278100","vehicle_assessment","BAT0EFEC9A5D5DA","1.0","SYNVEH21086936326","REQA6EC79225D6BD32D","2025-06-25T10:05:00Z","2025-06-25T10:35:00Z","ASMF4AFAB8D2A82F943","1","usable","method_current","nissan_leaf","hatchback","2022","36994","km","81.8","percent","clean","2025-06-25T08:00:00Z","2025-06-25T10:00:00Z","2025-06-25T11:35:00Z"
"SRC3E074B6708F6621B","vehicle_assessment","BAT0EFEC9A5D5DA","1.0","SYNVEH61476735610","REQ624A25D03F432349","2025-06-25T18:05:00Z","2025-06-25T19:35:00Z","ASMC49427D068FE3BD6","1","usable","method_current","tesla_model_3","sedan","2023","37131","mi","94.7","percent","average","2025-06-25T16:00:00Z","2025-06-25T18:00:00Z","2025-06-25T18:35:00Z"
"SRC539AF66827ACEDDE","vehicle_assessment","BAT0EFEC9A5D5DA","1.0","SYNVEH32000563431","REQA209644019A4C0CD","2025-06-26T02:05:00Z","2025-06-26T02:35:00Z","ASMAA8E22FA381C44C7","1","usable","method_current","tesla_model_y","crossover","2024","37268","km","83.9","percent","rough","2025-06-26T00:00:00Z","2025-06-26T02:00:00Z","2025-06-26T03:35:00Z"
"SRCC92D1550C1BD2A52","vehicle_assessment","BAT0EFEC9A5D5DA","1.0","SYNVEH75551145458","REQE151B49F6D7FC725","2025-06-26T10:05:00Z","2025-06-26T11:35:00Z","ASMB7E59354FE4E3FF8","1","usable","method_current","hyundai_ioniq_5","crossover","2025","37405","mi","85.7","percent","clean","2025-06-26T08:00:00Z","2025-06-26T10:00:00Z","2025-06-26T10:35:00Z"
"SRC7CC2F37BD6FAD9F3","vehicle_assessment","BAT0EFEC9A5D5DA","1.0","SYNVEH37338102236","REQC3E4EB6A0CFDE245","2025-06-26T18:05:00Z","2025-06-26T18:35:00Z","ASM731E4A1E0DE0076A","1","usable","method_current","ford_mustang_mach_e","crossover","2026","37542","km","82.7","percent","average","2025-06-26T16:00:00Z","2025-06-26T18:00:00Z","2025-06-26T19:35:00Z"
"SRC48CDF86A74767BA2","vehicle_assessment","BAT0EFEC9A5D5DA","1.0","SYNVEH03614752303","REQ510CDDFFE6AEF2E0","2025-06-27T02:05:00Z","2025-06-27T03:35:00Z","ASM31BC690EE161BE0F","1","usable","method_current","ford_f150_lightning","pickup","2018","37679","mi","90.5","percent","rough","2025-06-27T00:00:00Z","2025-06-27T02:00:00Z","2025-06-27T02:35:00Z"
"SRCFEB7F21CA179B39C","vehicle_assessment","BAT0EFEC9A5D5DA","1.0","SYNVEH43231642453","REQ208BE4B2D074E060","2025-06-27T10:05:00Z","2025-06-27T10:35:00Z","ASMF3041A9852FE3A3F","1","usable","method_current","chevrolet_bolt_ev","hatchback","2019","37816","km","82.9","percent","clean","2025-06-27T08:00:00Z","2025-06-27T10:00:00Z","2025-06-27T11:35:00Z"
"SRC9E4D05F5472A1FB7","vehicle_assessment","BAT0EFEC9A5D5DA","1.0","SYNVEH14003940909","REQ9BF8375DEC8D4E58","2025-06-27T18:05:00Z","2025-06-27T19:35:00Z","ASM5A89FA44A9A4501C","1","usable","method_current","nissan_leaf","hatchback","2020","37953","mi","85.2","percent","average","2025-06-27T16:00:00Z","2025-06-27T18:00:00Z","2025-06-27T18:35:00Z"
"SRCA186657C7D228172","vehicle_assessment","BAT0EFEC9A5D5DA","1.0","SYNVEH39266195192","REQ5EF21A2E466066D1","2025-06-28T02:05:00Z","2025-06-28T02:35:00Z","ASM0953F73D4A70EB62","1","usable","method_current","tesla_model_3","sedan","2021","38090","km","89.3","percent","rough","2025-06-28T00:00:00Z","2025-06-28T02:00:00Z","2025-06-28T03:35:00Z"
"SRC0A8CAA2593C75528","vehicle_assessment","BAT0EFEC9A5D5DA","1.0","SYNVEH88198006019","REQ886E68AFEF91D9BD","2025-06-28T10:05:00Z","2025-06-28T11:35:00Z","ASMB7C1BA5968CB8032","1","usable","method_current","tesla_model_y","crossover","2022","38227","mi","97.4","percent","clean","2025-06-28T08:00:00Z","2025-06-28T10:00:00Z","2025-06-28T10:35:00Z"
"SRC3C41267E5C4B2503","vehicle_assessment","BAT0EFEC9A5D5DA","1.0","SYNVEH45665504499","REQA5C4B87E385FBBAC","2025-06-28T18:05:00Z","2025-06-28T18:35:00Z","ASMC057E50A9EA70D11","1","usable","method_current","hyundai_ioniq_5","crossover","2023","38364","km","91.2","percent","average","2025-06-28T16:00:00Z","2025-06-28T18:00:00Z","2025-06-28T19:35:00Z"
"SRC8EDECB71D92C8F9C","vehicle_assessment","BAT0EFEC9A5D5DA","1.0","SYNVEH55444809139","REQD90DC333734E6862","2025-06-29T02:05:00Z","2025-06-29T03:35:00Z","ASM0D50FB49EE62AB42","1","usable","method_current","ford_mustang_mach_e","crossover","2024","38501","mi","91.1","percent","rough","2025-06-29T00:00:00Z","2025-06-29T02:00:00Z","2025-06-29T02:35:00Z"
"SRC4A2F078A0E828055","vehicle_assessment","BAT0EFEC9A5D5DA","1.0","SYNVEH59535430112","REQ409222390DBBD53C","2025-06-29T10:05:00Z","2025-06-29T10:35:00Z","ASM31FBF3BAA0A24001","1","usable","method_current","ford_f150_lightning","pickup","2025","38638","km","94.0","percent","clean","2025-06-29T08:00:00Z","2025-06-29T10:00:00Z","2025-06-29T11:35:00Z"
"SRC8C78960D25B0257E","vehicle_assessment","BAT0EFEC9A5D5DA","1.0","SYNVEH44201044542","REQ87C089F3B5232C0C","2025-06-29T18:05:00Z","2025-06-29T19:35:00Z","ASM5E4548968E0D92B3","1","usable","method_current","chevrolet_bolt_ev","hatchback","2026","38775","mi","85.6","percent","average","2025-06-29T16:00:00Z","2025-06-29T18:00:00Z","2025-06-29T18:35:00Z"
"SRC4CC774B1737CA649","vehicle_assessment","BAT0EFEC9A5D5DA","1.0","SYNVEH96799945414","REQ0192262AA7F43354","2025-07-01T16:44:25Z","2025-07-01T17:14:25Z","ASM51843CA3D81D6E72","1","failed","method_current","","","","","","","","","","2025-07-01T16:39:25Z","2025-07-01T18:14:25Z"
"SRCD06E8C74AE268720","vehicle_assessment","BAT0EFEC9A5D5DA","1.0","SYNVEH70340044331","REQC6D8A79E126CD416","2025-07-01T22:03:17Z","2025-07-01T23:33:17Z","ASM75710181AFD652B4","1","failed","method_current","","","","","","","","","","2025-07-01T21:58:17Z","2025-07-01T22:33:17Z"
"SRCC0AFA4ACEDAE6E8A","vehicle_assessment","BAT0EFEC9A5D5DA","1.0","SYNVEH16216730228","REQ35171264B5CA45D0","2025-07-02T03:22:08Z","2025-07-02T03:52:08Z","ASM09FD1876AA4C5339","1","failed","method_current","","","","","","","","","","2025-07-02T03:17:08Z","2025-07-02T04:52:08Z"
"SRC17FDB776D9C6C77C","vehicle_assessment","BAT0EFEC9A5D5DA","1.0","SYNVEH92873370527","REQ73503BE1A82F5B64","2025-07-02T08:41:00Z","2025-07-02T10:11:00Z","ASMDA54BD24F0AFD393","1","failed","method_current","","","","","","","","","","2025-07-02T08:36:00Z","2025-07-02T09:11:00Z"
"SRCFB3C9F10C240AC49","vehicle_assessment","BAT0EFEC9A5D5DA","1.0","SYNVEH88028528819","REQ36ECA3DA5BBB5404","2025-07-02T13:59:51Z","2025-07-02T14:29:51Z","ASM33F37B2A8B496D5D","1","failed","method_current","","","","","","","","","","2025-07-02T13:54:51Z","2025-07-02T15:29:51Z"
"SRCEE72A3F61B6C4F24","vehicle_assessment","BAT0EFEC9A5D5DA","1.0","SYNVEH72565977543","REQ91C8D847DE97DD19","2025-07-02T19:18:42Z","2025-07-02T20:48:42Z","ASM82BDAE1D7330BC9B","1","failed","method_current","","","","","","","","","","2025-07-02T19:13:42Z","2025-07-02T19:48:42Z"
"SRC438964FE57C54F2D","vehicle_assessment","BAT0EFEC9A5D5DA","1.0","SYNVEH58365186034","REQF05AC32821E9EB81","2025-07-03T00:37:34Z","2025-07-03T01:07:34Z","ASM55A99915BA8528ED","1","failed","method_current","","","","","","","","","","2025-07-03T00:32:34Z","2025-07-03T02:07:34Z"
"SRC3ECE09343E91CB01","vehicle_assessment","BAT0EFEC9A5D5DA","1.0","SYNVEH42935026909","REQ06EFB2930192FC81","2025-07-03T05:56:25Z","2025-07-03T07:26:25Z","ASM921E4F64BC755417","1","failed","method_current","","","","","","","","","","2025-07-03T05:51:25Z","2025-07-03T06:26:25Z"
"SRC4C4BCB3A07A06057","vehicle_assessment","BAT0EFEC9A5D5DA","1.0","SYNVEH00223060036","REQ180A1C29F4A1BC7C","2025-07-03T11:15:17Z","2025-07-03T11:45:17Z","ASM7317114BF58FFCA5","1","failed","method_current","","","","","","","","","","2025-07-03T11:10:17Z","2025-07-03T12:45:17Z"
"SRCF1E69FDCF39C0FCF","vehicle_assessment","BAT0EFEC9A5D5DA","1.0","SYNVEH72446347759","REQA80CCE23D1753735","2025-07-03T16:34:08Z","2025-07-03T18:04:08Z","ASMCB85946CDBCE5135","1","failed","method_current","","","","","","","","","","2025-07-03T16:29:08Z","2025-07-03T17:04:08Z"
"SRCB3F8C5F48EA0BF4E","vehicle_assessment","BAT0EFEC9A5D5DA","1.0","SYNVEH20850526932","REQ1112FEF2A5077571","2025-07-03T21:53:00Z","2025-07-03T22:23:00Z","ASM340E855B6F6B849F","1","failed","method_current","","","","","","","","","","2025-07-03T21:48:00Z","2025-07-03T23:23:00Z"
"SRC0E57CDCD48D774A0","vehicle_assessment","BAT0EFEC9A5D5DA","1.0","SYNVEH41858393913","REQ684B7D3CBBB2FDE3","2025-07-04T03:11:51Z","2025-07-04T04:41:51Z","ASM8F7962E5CFF169B1","1","failed","method_current","","","","","","","","","","2025-07-04T03:06:51Z","2025-07-04T03:41:51Z"
"SRC1FCF30FC800C0A8C","vehicle_assessment","BAT0EFEC9A5D5DA","1.0","SYNVEH90337058523","REQA663BBC2FEBAA974","2025-07-04T08:30:42Z","2025-07-04T09:00:42Z","ASMBF5B283CA6FA3D53","1","failed","method_current","","","","","","","","","","2025-07-04T08:25:42Z","2025-07-04T10:00:42Z"
"SRCE974660E1E0F65D9","vehicle_assessment","BAT0EFEC9A5D5DA","1.0","SYNVEH95788178606","REQEE6451628FE3EEBF","2025-07-04T13:49:34Z","2025-07-04T15:19:34Z","ASM2416ADA6C1EC5A30","1","usable","method_current","ford_mustang_mach_e","crossover","2018","41378","km","90.8","percent","rough","2025-07-04T11:44:34Z","2025-07-04T13:44:34Z","2025-07-04T14:19:34Z"
