"source_record_id","source_system","source_batch_id","schema_version","synthetic_vin","request_id","source_updated_at","ingested_at","source_event_id","offer_id","event_type","event_sequence","offer_version","event_at","reason_code","pricing_evaluation_id","feature_cutoff_at","pricing_evaluated_at","pricing_model_version","pricing_policy_version","assessment_id_used","assessment_version_used","predicted_wholesale_value_amount","net_policy_adjustment_amount","seller_offer_amount","pricing_amount_unit","pricing_currency_code","expires_at"
"SRC81B049356F294C09","offer_service","BATFA43E62327EB","1.0","SYNVEH66834278312","REQA08AB98742A65E9B","2025-02-16T22:36:24Z","2025-02-16T22:51:24Z","OEVD5E98E8FADAEF1F4","OFF826F012436CE67B8","issued","1","1","2025-02-16T22:34:24Z","","PEVF6524C83FBB58F57","2025-02-16T22:19:24Z","2025-02-16T22:29:24Z","model_baseline","policy_v1","ASMEDEC521BAD3AFA4C","1","12041.25","0.00","12041.25","usd","USD","2025-04-17T22:34:24Z"
"SRC520E7CAA3E0270B0","offer_service","BATFA43E62327EB","1.0","SYNVEH46847840678","REQ46CC167A7F0BF379","2025-02-17T04:19:36Z","2025-02-17T04:34:36Z","OEVC50A1105E167DF23","OFF732BE762AE4AA948","issued","1","1","2025-02-17T04:17:36Z","","PEV05782B04467C3862","2025-02-17T04:02:36Z","2025-02-17T04:12:36Z","model_baseline","policy_v1","ASMD454C583067A0E10","1","14090.00","250.00","14340.00","usd","USD","2025-04-18T04:17:36Z"
"SRC5187B54098821EE8","offer_service","BATFA43E62327EB","1.0","SYNVEH88062183726","REQA98AF0A91C290250","2025-02-17T12:02:48Z","2025-02-17T12:17:48Z","OEVAB6D1AA522F352F3","OFFF706CA4BE1B4FF08","issued","1","1","2025-02-17T12:00:48Z","","PEVD2A062879C40DF64","2025-02-17T11:45:48Z","2025-02-17T11:55:48Z","model_baseline","policy_v1","ASMBC7506AE6C98520F","1","17662.55","-500.00","17162.55","usd","USD","2025-04-18T12:00:48Z"
"SRC01803E86DB76BCF0","offer_service","BATFA43E62327EB","1.0","SYNVEH22979036733","REQ36FFAA47853CC1D6","2025-02-17T17:46:00Z","2025-02-17T18:01:00Z","OEVD9DBF9D683B02140","OFF9DF24C018A2D7D51","issued","1","1","2025-02-17T17:44:00Z","","PEV7AC9323CCBF1ADCB","2025-02-17T17:29:00Z","2025-02-17T17:39:00Z","model_baseline","policy_v1","ASM5C5CAF4956FAFCC9","1","18863.50","-250.00","18613.50","usd","USD","2025-04-18T17:44:00Z"
"SRC660DF48C6C0469FF","offer_service","BATFA43E62327EB","1.0","SYNVEH45876905711","REQD9611D2401CCE053","2025-02-18T01:29:12Z","2025-02-18T01:44:12Z","OEV5762CE3E0DE75FDA","OFF0A4FFDD32D44B8F8","issued","1","1","2025-02-18T01:27:12Z","","PEV65BEB1C17A9A3B0E","2025-02-18T01:12:12Z","2025-02-18T01:22:12Z","model_baseline","policy_v1","ASMF07048844F4AF306","1","18757.85","0.00","18757.85","usd","USD","2025-04-19T01:27:12Z"
"SRC82FEE224C5F637CE","offer_service","BATFA43E62327EB","1.0","SYNVEH76641452543","REQF57600B85C1D05FA","2025-02-18T07:12:24Z","2025-02-18T07:27:24Z","OEV89CB11A51240BE80","OFFF27FB2C6BF80FB7F","issued","1","1","2025-02-18T07:10:24Z","","PEV924EB147F67BD6FC","2025-02-18T06:55:24Z","2025-02-18T07:05:24Z","model_baseline","policy_v1","ASM88EF25689BB7593D","1","23877.95","250.00","24127.95","usd","USD","2025-04-19T07:10:24Z"
"SRCE7A67D57BD187980","offer_service","BATFA43E62327EB","1.0","SYNVEH04549800032","REQ1374F1875994352F","2025-02-18T14:55:36Z","2025-02-18T15:10:36Z","OEV603493FD5349F54D","OFFD2C8E253E77C76C6","issued","1","1","2025-02-18T14:53:36Z","","PEV1DA38FC513713E68","2025-02-18T14:38:36Z","2025-02-18T14:48:36Z","model_baseline","policy_v1","ASM375F1391131CA1AE","1","30938.15","-500.00","30438.15","usd","USD","2025-04-19T14:53:36Z"
"SRCF0A26ADD77F07FA9","offer_service","BATFA43E62327EB","1.0","SYNVEH17871544415","REQ89C37F5F602C9798","2025-02-18T20:38:48Z","2025-02-18T20:53:48Z","OEVB7E50A4955E20654","OFF684C505A3B816400","issued","1","1","2025-02-18T20:36:48Z","","PEV664C7EAA34B0E921","2025-02-18T20:21:48Z","2025-02-18T20:31:48Z","model_baseline","policy_v1","ASMEC584F53BD75A06D","1","18213.45","-250.00","17963.45","usd","USD","2025-04-19T20:36:48Z"
"SRCA31D3D6B064F09D0","offer_service","BATFA43E62327EB","1.0","SYNVEH00675881380","REQ47B1C925B8B69E32","2025-02-19T04:22:00Z","2025-02-19T04:37:00Z","OEVEC4763D2D5E8C9AF","OFFA40CA991302301A9","issued","1","1","2025-02-19T04:20:00Z","","PEV8A79AD9163370019","2025-02-19T04:05:00Z","2025-02-19T04:15:00Z","model_baseline","policy_v1","ASM6D480EDF9C401303","1","21460.45","0.00","21460.45","usd","USD","2025-04-20T04:20:00Z"
"SRC7E68CA4582F952CC","offer_service","BATFA43E62327EB","1.0","SYNVEH79121413213","REQ14D97B712362535D","2025-02-19T10:05:12Z","2025-02-19T10:20:12Z","OEV67E03491938DFA66","OFF6B934B08942BC995","issued","1","1","2025-02-19T10:03:12Z","","PEVF630A74514AF5924","2025-02-19T09:48:12Z","2025-02-19T09:58:12Z","model_baseline","policy_v1","ASM6DF4AAE83B142506","1","23296.95","250.00","23546.95","usd","USD","2025-04-20T10:03:12Z"
"SRC0A752BDE3FBAFB94","offer_service","BATFA43E62327EB","1.0","SYNVEH32447979457","REQFA89C4511EC42E7F","2025-02-19T17:48:24Z","2025-02-19T18:03:24Z","OEVC0FB4A77FB0862A8","OFFD64B9D2C237FB819","issued","1","1","2025-02-19T17:46:24Z","","PEVA6DD223B2EB58B97","2025-02-19T17:31:24Z","2025-02-19T17:41:24Z","model_baseline","policy_v1","ASM07DE861052476262","1","22825.75","-500.00","22325.75","usd","USD","2025-04-20T17:46:24Z"
"SRC928FACE8DC5B79BC","offer_service","BATFA43E62327EB","1.0","SYNVEH17034269368","REQ672DC96A98BE7C19","2025-02-19T23:31:36Z","2025-02-19T23:46:36Z","OEV0589E00153CCD852","OFF665FD4D138E20D2E","issued","1","1","2025-02-19T23:29:36Z","","PEVEC2068EDD43BF492","2025-02-19T23:14:36Z","2025-02-19T23:24:36Z","model_baseline","policy_v1","ASMB272E4BAB8AECDA3","1","27653.45","-250.00","27403.45","usd","USD","2025-04-20T23:29:36Z"
"SRCF31C3FD57F251FA6","offer_service","BATFA43E62327EB","1.0","SYNVEH02139042620","REQ61D2301B93B30E0B","2025-02-20T07:14:48Z","2025-02-20T07:29:48Z","OEV2233FC3C08AF28F1","OFF3D8BC39F5D8CC476","issued","1","1","2025-02-20T07:12:48Z","","PEVBF5A29C54D6577E3","2025-02-20T06:57:48Z","2025-02-20T07:07:48Z","model_baseline","policy_v1","ASM4FFA777B92C090B0","1","27718.05","0.00","27718.05","usd","USD","2025-04-21T07:12:48Z"
"SRC715B85C2561757F7","offer_service","BATFA43E62327EB","1.0","SYNVEH78240149479","REQC3751EE53E29A3D0","2025-02-20T12:58:00Z","2025-02-20T13:13:00Z","OEV60166D759859583F","OFF60052CE7AC36D583","issued","1","1","2025-02-20T12:56:00Z","","PEV56E671B329A6E659","2025-02-20T12:41:00Z","2025-02-20T12:51:00Z","model_baseline","policy_v1","ASMF6F13E3C948EF8E5","1","28886.90","250.00","29136.90","usd","USD","2025-04-21T12:56:00Z"
"SRC0845FEFBDF06807D","offer_service","BATFA43E62327EB","1.0","SYNVEH61657525774","REQA9988DE6B7901B74","2025-02-20T20:41:12Z","2025-02-20T20:56:12Z","OEV4B8DC2D9B2E0A502","OFF38941FAAB6782797","issued","1","1","2025-02-20T20:39:12Z","","PEVBC3E1BBAD0495092","2025-02-20T20:24:12Z","2025-02-20T20:34:12Z","model_baseline","policy_v1","ASMC9BEDCB20678B82E","1","24603.35","-500.00","24103.35","usd","USD","2025-04-21T20:39:12Z"
"SRC9970BD9E259421D8","offer_service","BATFA43E62327EB","1.0","SYNVEH11133990543","REQF926C4BEB763B8BB","2025-02-21T02:24:24Z","2025-02-21T02:39:24Z","OEVF716E06E4144A4E4","OFF85D9993FCE0ECB7A","issued","1","1","2025-02-21T02:22:24Z","","PEVCAC7488D1B80CA06","2025-02-21T02:07:24Z","2025-02-21T02:17:24Z","model_baseline","policy_v1","ASM914D53180FAC4783","1","26874.40","-250.00","26624.40","usd","USD","2025-04-22T02:22:24Z"
"SRCCD2639C7699C4F9A","offer_service","BATFA43E62327EB","1.0","SYNVEH78527503877","REQA539A0DF4C3FA2B4","2025-02-21T10:07:36Z","2025-02-21T10:22:36Z","OEV681062332613B443","OFF4C93A19CB36CC411","issued","1","1","2025-02-21T10:05:36Z","","PEVCF242CC2B7332508","2025-02-21T09:50:36Z","2025-02-21T10:00:36Z","model_baseline","policy_v1","ASMD2CBBE0920135C58","1","18465.65","0.00","18465.65","usd","USD","2025-04-22T10:05:36Z"
"SRCE43C6017B6898124","offer_service","BATFA43E62327EB","1.0","SYNVEH00025652980","REQA17C2A77155261AE","2025-02-21T15:50:48Z","2025-02-21T16:05:48Z","OEV9E2D131C9AD48D42","OFF808E7B912F16250F","issued","1","1","2025-02-21T15:48:48Z","","PEV8F25FEF29F7FA8E8","2025-02-21T15:33:48Z","2025-02-21T15:43:48Z","model_baseline","policy_v1","ASMBF6D4002FCD87B40","1","24196.90","250.00","24446.90","usd","USD","2025-04-22T15:48:48Z"
"SRCC356DB546F313852","offer_service","BATFA43E62327EB","1.0","SYNVEH66694746142","REQ00E5A69F7C916E9E","2025-02-21T23:34:00Z","2025-02-21T23:49:00Z","OEV4A4683D565E06FC1","OFF7E307C9F926872F1","issued","1","1","2025-02-21T23:32:00Z","","PEV4FA45C46F864B0D0","2025-02-21T23:17:00Z","2025-02-21T23:27:00Z","model_baseline","policy_v1","ASM8FBDDCCE514700A7","1","24499.95","-500.00","23999.95","usd","USD","2025-04-22T23:32:00Z"
"SRC9B83F598DFAF4E1A","offer_service","BATFA43E62327EB","1.0","SYNVEH20288635365","REQ6F322B21DD0386CA","2025-02-22T05:17:12Z","2025-02-22T05:32:12Z","OEVF06BEFBC9ECAA9A4","OFF0A55B7AAA3588172","issued","1","1","2025-02-22T05:15:12Z","","PEVBE36ACB794BFDE7A","2025-02-22T05:00:12Z","2025-02-22T05:10:12Z","model_baseline","policy_v1","ASM6715D1305C59D74B","1","25363.40","-250.00","25113.40","usd","USD","2025-04-23T05:15:12Z"
"SRCCBCC87EB5B7264DC","offer_service","BATFA43E62327EB","1.0","SYNVEH41826044311","REQAC3351827C606B1F","2025-02-22T13:00:24Z","2025-02-22T13:15:24Z","OEV901290815A8A877C","OFFE074FB2CC16F9C69","issued","1","1","2025-02-22T12:58:24Z","","PEV0A28D326B0538AA2","2025-02-22T12:43:24Z","2025-02-22T12:53:24Z","model_baseline","policy_v1","ASM701303A6C273DAA6","1","29284.25","0.00","29284.25","usd","USD","2025-04-23T12:58:24Z"
"SRC638D752997AA0A90","offer_service","BATFA43E62327EB","1.0","SYNVEH50777270007","REQ608B32FDAC8A78C0","2025-02-22T18:43:36Z","2025-02-22T18:58:36Z","OEV4F0BC4315ACB6E8D","OFF3AB9DC3BDD2CEA9E","issued","1","1","2025-02-22T18:41:36Z","","PEV85E62D7D8E4C7AF4","2025-02-22T18:26:36Z","2025-02-22T18:36:36Z","model_baseline","policy_v1","ASM96FA8E4A1B7D801B","1","23091.85","250.00","23341.85","usd","USD","2025-04-23T18:41:36Z"
"SRC5510EB085130BEEB","offer_service","BATFA43E62327EB","1.0","SYNVEH60419262587","REQ5154377242A80C55","2025-02-23T02:26:48Z","2025-02-23T02:41:48Z","OEV8DFD1C0C7C3B5667","OFFCFBBACE664423851","issued","1","1","2025-02-23T02:24:48Z","","PEV60F48FED17B68AF6","2025-02-23T02:09:48Z","2025-02-23T02:19:48Z","model_baseline","policy_v1","ASMA6DED0E13780A607","1","22878.55","-500.00","22378.55","usd","USD","2025-04-24T02:24:48Z"
"SRC8F15A1923E3513EF","offer_service","BATFA43E62327EB","1.0","SYNVEH97746440856","REQEF00298BB6B36571","2025-02-23T08:10:00Z","2025-02-23T08:25:00Z","OEVD8A5FC7620CF5784","OFFCD8F4E1F32581F52","issued","1","1","2025-02-23T08:08:00Z","","PEV41DA8969BFBF0D8F","2025-02-23T07:53:00Z","2025-02-23T08:03:00Z","model_baseline","policy_v1","ASMC6CE4EC0D6686C73","1","28173.35","-250.00","27923.35","usd","USD","2025-04-24T08:08:00Z"
"SRC2054F297A5E81D7F","offer_service","BATFA43E62327EB","1.0","SYNVEH14545335981","REQ50B5994BC1F90C26","2025-02-23T15:53:12Z","2025-02-23T16:08:12Z","OEV7CDDCD9DA23E58FE","OFF5FF675553E86FD24","issued","1","1","2025-02-23T15:51:12Z","","PEV6A317DE9AA9F138D","2025-02-23T15:36:12Z","2025-02-23T15:46:12Z","model_baseline","policy_v1","ASM189E1B8476DA6635","1","28396.85","0.00","28396.85","usd","USD","2025-04-24T15:51:12Z"
"SRCDCC3B622755BFCFC","offer_service","BATFA43E62327EB","1.0","SYNVEH47781025171","REQFF6295D08F14CCDA","2025-02-23T21:36:24Z","2025-02-23T21:51:24Z","OEV7F2493720EF0B925","OFFB77611F585C718D7","issued","1","1","2025-02-23T21:34:24Z","","PEVE83F1EF3397802D5","2025-02-23T21:19:24Z","2025-02-23T21:29:24Z","model_baseline","policy_v1","ASM691971ACB1DA7E0F","1","22287.85","250.00","22537.85","usd","USD","2025-04-24T21:34:24Z"
"SRC0DB47E4EDB6AAC69","offer_service","BATFA43E62327EB","1.0","SYNVEH01133421739","REQ8CCA08EFE1CBDBD0","2025-02-24T05:19:36Z","2025-02-24T05:34:36Z","OEVD3BABBF28757B9B6","OFFB3624B671FA77F22","issued","1","1","2025-02-24T05:17:36Z","","PEV60FC95A7016DE648","2025-02-24T05:02:36Z","2025-02-24T05:12:36Z","model_baseline","policy_v1","ASM4CEC1453CCFEC2D6","1","25071.15","-500.00","24571.15","usd","USD","2025-04-25T05:17:36Z"
"SRC2C5B5860F8D2BC5C","offer_service","BATFA43E62327EB","1.0","SYNVEH26263404956","REQ594C792EA5B79FB6","2025-02-24T11:02:48Z","2025-02-24T11:17:48Z","OEVC7E3DC51ED7C7CF9","OFF1D921C6D73AEC323","issued","1","1","2025-02-24T11:00:48Z","","PEV9F05FE8851A59F96","2025-02-24T10:45:48Z","2025-02-24T10:55:48Z","model_baseline","policy_v1","ASM15ED213EC85E93FD","1","27968.35","-250.00","27718.35","usd","USD","2025-04-25T11:00:48Z"
"SRCAE059A89DD211C97","offer_service","BATFA43E62327EB","1.0","SYNVEH32881600900","REQ2928028F17127520","2025-02-24T18:46:00Z","2025-02-24T19:01:00Z","OEV6CB6306ADB2FB296","OFFE6D45F8A0BC166E8","issued","1","1","2025-02-24T18:44:00Z","","PEV3BF7321ADC0D5F5F","2025-02-24T18:29:00Z","2025-02-24T18:39:00Z","model_baseline","policy_v1","ASMA5A10F086ACFBB71","1","19057.45","0.00","19057.45","usd","USD","2025-04-25T18:44:00Z"
"SRCF56348284FB5C9DF","offer_service","BATFA43E62327EB","1.0","SYNVEH37535994537","REQ8D7697A550750D6C","2025-02-25T00:29:12Z","2025-02-25T00:44:12Z","OEVFF7165E88B3D3BCC","OFF5C9A2D77C7E2601F","issued","1","1","2025-02-25T00:27:12Z","","PEV31EE8693034E1D5B","2025-02-25T00:12:12Z","2025-02-25T00:22:12Z","model_baseline","policy_v1","ASME20ED47E43CCA958","1","25243.80","250.00","25493.80","usd","USD","2025-04-26T00:27:12Z"
"SRC9E10D7B3E090EC2E","offer_service","BATFA43E62327EB","1.0","SYNVEH91950889734","REQAEC2A9718479F041","2025-02-25T08:12:24Z","2025-02-25T08:27:24Z","OEVEC26316241147E2A","OFFD4962A2A3A99D673","issued","1","1","2025-02-25T08:10:24Z","","PEVE98F1EA4F0A5AEFF","2025-02-25T07:55:24Z","2025-02-25T08:05:24Z","model_baseline","policy_v1","ASME4717A67192C5FBA","1","24856.75","-500.00","24356.75","usd","USD","2025-04-26T08:10:24Z"
"SRC8E85E3844F357402","offer_service","BATFA43E62327EB","1.0","SYNVEH77059279707","REQ270D63E87C44876C","2025-02-25T13:55:36Z","2025-02-25T14:10:36Z","OEVBB2453ACCBBC33D6","OFFA73B89DA52471804","issued","1","1","2025-02-25T13:53:36Z","","PEV61DCC45D82855B02","2025-02-25T13:38:36Z","2025-02-25T13:48:36Z","model_baseline","policy_v1","ASM16B51C82F23DF5DC","1","24992.30","-250.00","24742.30","usd","USD","2025-04-26T13:53:36Z"
"SRC8290C2E3F48AF2E6","offer_service","BATFA43E62327EB","1.0","SYNVEH00002774799","REQB63976554C41D30D","2025-02-25T21:38:48Z","2025-02-25T21:53:48Z","OEV95F7C135DEA8C3B2","OFF474A587440904E41","issued","1","1","2025-02-25T21:36:48Z","","PEV7D6DC95379DB1605","2025-02-25T21:21:48Z","2025-02-25T21:31:48Z","model_baseline","policy_v1","ASM5BCA0CE78D49673C","1","28969.05","0.00","28969.05","usd","USD","2025-04-26T21:36:48Z"
"SRC9FFBB20BCA7937ED","offer_service","BATFA43E62327EB","1.0","SYNVEH47259821190","REQ2CCC62F7D6459911","2025-02-26T03:22:00Z","2025-02-26T03:37:00Z","OEVA04BEC95C3B0E926","OFF4E4E8AF47D3C95FA","issued","1","1","2025-02-26T03:20:00Z","","PEV80C183C1841075B5","2025-02-26T03:05:00Z","2025-02-26T03:15:00Z","model_baseline","policy_v1","ASM7EB428A05009DFEF","1","32162.80","250.00","32412.80","usd","USD","2025-04-27T03:20:00Z"
"SRC834203BB15F6FFC4","offer_service","BATFA43E62327EB","1.0","SYNVEH47317832296","REQ411B7D8CC760425D","2025-02-26T11:05:12Z","2025-02-26T11:20:12Z","OEV739CEE1593B62BC5","OFFEB5D634EE43ACDDA","issued","1","1","2025-02-26T11:03:12Z","","PEVABDFA311007FC65E","2025-02-26T10:48:12Z","2025-02-26T10:58:12Z","model_baseline","policy_v1","ASM289ECB354CD29828","1","22621.35","-500.00","22121.35","usd","USD","2025-04-27T11:03:12Z"
"SRCE8CE1670DC5FDCFC","offer_service","BATFA43E62327EB","1.0","SYNVEH06406908509","REQA5D72CF768932627","2025-02-26T16:48:24Z","2025-02-26T17:03:24Z","OEV5534F8A6956B1100","OFF00E7BD80F7531264","issued","1","1","2025-02-26T16:46:24Z","","PEV0DA2E13F5D45F73D","2025-02-26T16:31:24Z","2025-02-26T16:41:24Z","model_baseline","policy_v1","ASM848B8740774A130F","1","21932.30","-250.00","21682.30","usd","USD","2025-04-27T16:46:24Z"
"SRCCC704275C7A48BFB","offer_service","BATFA43E62327EB","1.0","SYNVEH89373970585","REQDCD840B8C8426113","2025-02-27T00:31:36Z","2025-02-27T00:46:36Z","OEVA8B47DF2DC87535E","OFFD8133884C29FB5F7","issued","1","1","2025-02-27T00:29:36Z","","PEVDC561DD517048EEC","2025-02-27T00:14:36Z","2025-02-27T00:24:36Z","model_baseline","policy_v1","ASM66FD9D8A7F1ADD32","1","21678.65","0.00","21678.65","usd","USD","2025-04-28T00:29:36Z"
"SRC3065C5FA8A343621","offer_service","BATFA43E62327EB","1.0","SYNVEH22077025621","REQ756A0E30897A1C23","2025-02-27T06:14:48Z","2025-02-27T06:29:48Z","OEVF174BF28CE1E923E","OFFB0D172969C07DAA5","issued","1","1","2025-02-27T06:12:48Z","","PEVFF9255944138946C","2025-02-27T05:57:48Z","2025-02-27T06:07:48Z","model_baseline","policy_v1","ASM5F33857E90483404","1","21978.75","250.00","22228.75","usd","USD","2025-04-28T06:12:48Z"
"SRC46438D42792DBA09","offer_service","BATFA43E62327EB","1.0","SYNVEH80552460628","REQ6863E80752F5A9D0","2025-02-27T13:58:00Z","2025-02-27T14:13:00Z","OEV8CF889ADE1A00CC1","OFFB68A436F9F159774","issued","1","1","2025-02-27T13:56:00Z","","PEV0B8324F94B0048C0","2025-02-27T13:41:00Z","2025-02-27T13:51:00Z","model_baseline","policy_v1","ASM0BF859D7C661A026","1","25631.95","-500.00","25131.95","usd","USD","2025-04-28T13:56:00Z"
"SRC1B2F01A4CAACB015","offer_service","BATFA43E62327EB","1.0","SYNVEH73958780210","REQB55380D346B322EB","2025-02-27T19:41:12Z","2025-02-27T19:56:12Z","OEVA7D0046D1BCC08B3","OFF61CB4FCD6B6F38EE","issued","1","1","2025-02-27T19:39:12Z","","PEVC9567AA7FE1D5E59","2025-02-27T19:24:12Z","2025-02-27T19:34:12Z","model_baseline","policy_v1","ASM1938682099CFFD81","1","27248.25","-250.00","26998.25","usd","USD","2025-04-28T19:39:12Z"
"SRC8CEE58C7CB8AA9CA","offer_service","BATFA43E62327EB","1.0","SYNVEH61165030988","REQ812C404C4763A037","2025-02-28T03:24:24Z","2025-02-28T03:39:24Z","OEV79751C01E160AEAC","OFF71ACAF46B48CDADC","issued","1","1","2025-02-28T03:22:24Z","","PEV3E6095C03CD56EB6","2025-02-28T03:07:24Z","2025-02-28T03:17:24Z","model_baseline","policy_v1","ASMA0AE5AD606F7BD6D","1","26899.25","0.00","26899.25","usd","USD","2025-04-29T03:22:24Z"
"SRC4C689B5A1891F684","offer_service","BATFA43E62327EB","1.0","SYNVEH64222531076","REQ5C380E38DC46E8EB","2025-02-28T09:07:36Z","2025-02-28T09:22:36Z","OEV3D08DCA6A9D80BA9","OFF20B96418F454589C","issued","1","1","2025-02-28T09:05:36Z","","PEV0881BABCDDE2F0CC","2025-02-28T08:50:36Z","2025-02-28T09:00:36Z","model_baseline","policy_v1","ASMA63406961A3F5351","1","33394.75","250.00","33644.75","usd","USD","2025-04-29T09:05:36Z"
"SRCEB06FE9CADAC690E","offer_service","BATFA43E62327EB","1.0","SYNVEH32750335655","REQ62E57CFF93162DC5","2025-02-28T16:50:48Z","2025-02-28T17:05:48Z","OEVF41AD8EEEE3B3A0D","OFF822692268B1EA7C1","issued","1","1","2025-02-28T16:48:48Z","","PEV1842325EDB0CF969","2025-02-28T16:33:48Z","2025-02-28T16:43:48Z","model_baseline","policy_v1","ASM1AC5F9775CCD636F","1","24413.55","-500.00","23913.55","usd","USD","2025-04-29T16:48:48Z"
"SRCFA1448164BE0E060","offer_service","BATFA43E62327EB","1.0","SYNVEH46732830820","REQ0CA9BB40439E679C","2025-02-28T22:34:00Z","2025-02-28T22:49:00Z","OEV2A1D2A5A1AA73FB3","OFF169CAE1CFE1F2E82","issued","1","1","2025-02-28T22:32:00Z","","PEV5022C9648B22DB3E","2025-02-28T22:17:00Z","2025-02-28T22:27:00Z","model_baseline","policy_v1","ASMA352EFEC759074C1","1","18546.25","-250.00","18296.25","usd","USD","2025-04-29T22:32:00Z"
"SRCA29307E93E31276F","offer_service","BATFA43E62327EB","1.0","SYNVEH54366149262","REQF98B448385D6A84A","2025-03-01T06:17:12Z","2025-03-01T06:32:12Z","OEV40DF6F0165EC428D","OFF3DD5F2BC84EA6C16","issued","1","1","2025-03-01T06:15:12Z","","PEV2DDBB5495D295AF1","2025-03-01T06:00:12Z","2025-03-01T06:10:12Z","model_baseline","policy_v1","ASM280A5D0EE8F73168","1","22099.85","0.00","22099.85","usd","USD","2025-04-30T06:15:12Z"
"SRC33DEDD338BEDDF5B","offer_service","BATFA43E62327EB","1.0","SYNVEH46692198251","REQ8437E38A986E09ED","2025-03-01T12:00:24Z","2025-03-01T12:15:24Z","OEVC06B62E829F95C39","OFFE78778E21A96AF68","issued","1","1","2025-03-01T11:58:24Z","","PEVD415CCD54E201D02","2025-03-01T11:43:24Z","2025-03-01T11:53:24Z","model_baseline","policy_v1","ASM9FB0E805C1A3279B","1","24611.70","250.00","24861.70","usd","USD","2025-04-30T11:58:24Z"
"SRC8FD55E7A307BA2EF","offer_service","BATFA43E62327EB","1.0","SYNVEH11432563602","REQ357AE7A8193C5432","2025-03-01T20:05:12Z","2025-03-01T20:20:12Z","OEVC8E05856ACB405F0","OFFE5F1892DC563984B","issued","1","1","2025-03-01T20:03:12Z","","PEV648B5AD6424FFDE9","2025-03-01T19:48:12Z","2025-03-01T19:58:12Z","model_baseline","policy_v1","ASM1D0AA1C98141018A","1","23002.15","-500.00","22502.15","usd","USD","2025-04-30T20:03:12Z"
"SRC7748BEAA29743C9C","offer_service","BATFA43E62327EB","1.0","SYNVEH62110180271","REQ3C95514DE1748E8D","2025-03-02T02:31:36Z","2025-03-02T02:46:36Z","OEVE0BEA00FEC6C7D61","OFFD7A26F06A62E62C9","issued","1","1","2025-03-02T02:29:36Z","","PEVD43FC05637FB7BC4","2025-03-02T02:14:36Z","2025-03-02T02:24:36Z","model_baseline","policy_v1","ASMD05D14145FDEAF65","1","29536.20","-250.00","29286.20","usd","USD","2025-05-01T02:29:36Z"
"SRC5A7CF0BAACFC0EB2","offer_service","BATFA43E62327EB","1.0","SYNVEH15378517828","REQ342BFA9668872D90","2025-03-02T10:58:00Z","2025-03-02T11:13:00Z","OEV02E3FF68EAEA1B87","OFF3AA682DD58A8CA2A","issued","1","1","2025-03-02T10:56:00Z","","PEV9F1E2484F4A1C395","2025-03-02T10:41:00Z","2025-03-02T10:51:00Z","model_baseline","policy_v1","ASM3D3A384CA3FCCCB1","1","28536.45","0.00","28536.45","usd","USD","2025-05-01T10:56:00Z"
"SRCEEA038D4698E733B","offer_service","BATFA43E62327EB","1.0","SYNVEH10168102823","REQ9C34A7E2FECF2862","2025-03-02T17:24:24Z","2025-03-02T17:39:24Z","OEVBE757483B98F841A","OFF3B42FF4A0ADB5678","issued","1","1","2025-03-02T17:22:24Z","","PEVF1E728F8D80D05C2","2025-03-02T17:07:24Z","2025-03-02T17:17:24Z","model_baseline","policy_v1","ASMCF7A6DE9079F80FF","1","22238.70","250.00","22488.70","usd","USD","2025-05-01T17:22:24Z"
"SRC584F502681093262","offer_service","BATFA43E62327EB","1.0","SYNVEH58501982211","REQCB0FBEF15B1D8896","2025-03-03T01:50:48Z","2025-03-03T02:05:48Z","OEV9226675D8290BEDD","OFF80871F85DB247698","issued","1","1","2025-03-03T01:48:48Z","","PEV57C24EDE9B4CC755","2025-03-03T01:33:48Z","2025-03-03T01:43:48Z","model_baseline","policy_v1","ASM1DE10B976356A513","1","26125.75","-500.00","25625.75","usd","USD","2025-05-02T01:48:48Z"
"SRC8E7BFCDB798F1F33","offer_service","BATFA43E62327EB","1.0","SYNVEH32271628758","REQ87756EEB647BE7E6","2025-03-03T08:17:12Z","2025-03-03T08:32:12Z","OEVA6DD888808C59002","OFFA2D6118BFB1D9C73","issued","1","1","2025-03-03T08:15:12Z","","PEV1434DCC9F30DAB73","2025-03-03T08:00:12Z","2025-03-03T08:10:12Z","model_baseline","policy_v1","ASM20D4A94D0A96ECA1","1","27770.20","-250.00","27520.20","usd","USD","2025-05-02T08:15:12Z"
"SRC3E0D3E23F3AD1ABD","offer_service","BATFA43E62327EB","1.0","SYNVEH24003304970","REQ16A9705DC78735CC","2025-03-03T16:43:36Z","2025-03-03T16:58:36Z","OEV5688081691C461A2","OFF615361D0D6594CBF","issued","1","1","2025-03-03T16:41:36Z","","PEVADE31DB9157FACBD","2025-03-03T16:26:36Z","2025-03-03T16:36:36Z","model_baseline","policy_v1","ASM045A2F0546AF011A","1","20484.05","0.00","20484.05","usd","USD","2025-05-02T16:41:36Z"
